State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
California,Berkeley,Air,Noise,6.29
California,Berkeley,Soil,Thermal,7.96
California,Berkeley,Water,Solid Waste,10.07
California,Berkeley,Air,Urban Activities,12.08
California,Berkeley,Soil,Industrial,18.5
California,Berkeley,Water,Surface water,19.11
California,Berkeley,Air,Groundwater,21.11
California,Berkeley,Soil,Noise,26.18
California,Berkeley,Water,Thermal,34.93
Maryland,Malibu,Air,Noise,38.31
Maryland,Malibu,Soil,Thermal,-89.42
Maryland,Malibu,Water,Solid Waste,42.15
Maryland,Malibu,Air,Urban Activities,43.8
Maryland,Malibu,Soil,Industrial,-79.22
Maryland,Malibu,Water,Surface water,-72.88
Maryland,Malibu,Air,Groundwater,60.27
Maryland,Malibu,Soil,Noise,61.77
Maryland,Malibu,Water,Thermal,-65.73
California,Aberdeen,Air,Noise,-61.72
California,Aberdeen,Soil,Thermal,67.65
California,Aberdeen,Water,Solid Waste,-59.47
California,Aberdeen,Air,Urban Activities,-54.11
California,Aberdeen,Soil,Industrial,83.97
California,Aberdeen,Water,Surface water,-39.23
California,Aberdeen,Air,Groundwater,-38.57
California,Aberdeen,Soil,Noise,-37.02
California,Aberdeen,Water,Thermal,98.61
Maryland,Columbia,Air,Noise,-29.94
Maryland,Columbia,Soil,Thermal,-29.78
Maryland,Columbia,Water,Solid Waste,-26.14
Maryland,Columbia,Air,Urban Activities,-24.66
Maryland,Columbia,Soil,Industrial,-21.05
Maryland,Columbia,Water,Surface water,-18.96
Maryland,Columbia,Air,Groundwater,-11.23
Maryland,Columbia,Soil,Noise,-5.33
Maryland,Columbia,Water,Thermal,-4.97
