Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Oregon,Redmond,Temperature,0-10,1.29
2016,Oregon,Redmond,Humidity,31-40,1.65
2016,Oregon,Redmond,Temperature,21-30,4.85
2016,Oregon,Redmond,Humidity,Medium,5.72
2016,Oregon,Redmond,Temperature,Low,6.9
2016,Oregon,Redmond,Humidity,High,6.74
2018,Georgia,Salem,Temperature,0-10,8.41
2018,Georgia,Salem,Humidity,31-40,9.81
2018,Georgia,Salem,Temperature,21-30,9.71
2018,Georgia,Salem,Humidity,Medium,11.34
2018,Georgia,Salem,Temperature,Low,12.06
2018,Georgia,Salem,Humidity,High,8.25
2021,Oregon,Washington,Temperature,0-10,13.81
2021,Oregon,Washington,Humidity,31-40,15.39
2021,Oregon,Washington,Temperature,21-30,15.49
2021,Oregon,Washington,Humidity,Medium,10.83
2021,Oregon,Washington,Temperature,Low,12.7
2021,Oregon,Washington,Humidity,High,19.76
2016,Georgia,Albany,Temperature,0-10,20.66
2016,Georgia,Albany,Humidity,31-40,14.98
2016,Georgia,Albany,Temperature,21-30,22.97
2016,Georgia,Albany,Humidity,Medium,22.39
2016,Georgia,Albany,Temperature,Low,24.56
2016,Georgia,Albany,Humidity,High,21.79
2018,Oregon,Columbus,Temperature,0-10,19.46
2018,Oregon,Columbus,Humidity,31-40,27.95
2018,Oregon,Columbus,Temperature,21-30,7.73
2018,Oregon,Columbus,Humidity,Medium,9.43
2018,Oregon,Columbus,Temperature,Low,14.84
2018,Oregon,Columbus,Humidity,High,7.81
