Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q3,September,California,San Francisco,0.06
Production,Workshop,Q4,July,Florida,Berkeley,2.65
Production,Workshop,Q3,August,California,Fort Lauderdale,2.1
Production,Workshop,Q4,November,Florida,Tampa,4.68
Production,Workshop,Q3,October,California,San Francisco,6.36
Production,Workshop,Q4,December,Florida,Berkeley,7.1
Residential,Factory,Q3,September,California,San Francisco,9.94
Residential,Factory,Q4,July,Florida,Berkeley,28.74
Residential,Factory,Q3,August,California,Fort Lauderdale,28.22
Residential,Factory,Q4,November,Florida,Tampa,30.79
Residential,Factory,Q3,October,California,San Francisco,36.44
Residential,Factory,Q4,December,Florida,Berkeley,40.27
Production,Apartment,Q3,September,California,San Francisco,45.98
Production,Apartment,Q4,July,Florida,Berkeley,47.14
Production,Apartment,Q3,August,California,Fort Lauderdale,51.52
Production,Apartment,Q4,November,Florida,Tampa,52.85
Production,Apartment,Q3,October,California,San Francisco,54.77
Production,Apartment,Q4,December,Florida,Berkeley,58.53
Residential,Hotel,Q3,September,California,San Francisco,59.58
Residential,Hotel,Q4,July,Florida,Berkeley,60.95
Residential,Hotel,Q3,August,California,Fort Lauderdale,61.33
Residential,Hotel,Q4,November,Florida,Tampa,64.76
Residential,Hotel,Q3,October,California,San Francisco,73.94
Residential,Hotel,Q4,December,Florida,Berkeley,76.6
Production,House,Q3,September,California,San Francisco,82.83
Production,House,Q4,July,Florida,Berkeley,82.77
Production,House,Q3,August,California,Fort Lauderdale,90.68
Production,House,Q4,November,Florida,Tampa,96.88
Production,House,Q3,October,California,San Francisco,97.36
Production,House,Q4,December,Florida,Berkeley,99.94
