Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2021,Q1,Meat,Lamb,640.29
Export,2021,Q1,Cereals,Duck,910.05
Export,2021,Q1,Dairy,Chicken,15.27
Export,2021,Q1,Meat,Soybeans,401.36
Export,2021,Q1,Cereals,Rice,531.42
Export,2021,Q1,Dairy,Wheat,148.63
Export,2021,Q1,Meat,Cream,531.85
Export,2021,Q1,Cereals,Cheese,920.05
Export,2021,Q1,Dairy,Lamb,155.99
Export,2015,Q1,Meat,Lamb,805.46
Export,2015,Q1,Cereals,Duck,427.71
Export,2015,Q1,Dairy,Chicken,683.46
Export,2015,Q1,Meat,Soybeans,687.87
Export,2015,Q1,Cereals,Rice,691.25
Export,2015,Q1,Dairy,Wheat,436.75
Export,2015,Q1,Meat,Cream,182.95
Export,2015,Q1,Cereals,Cheese,440.08
Export,2015,Q1,Dairy,Lamb,186.02
Export,2018,Q1,Meat,Lamb,63.07
Export,2018,Q1,Cereals,Duck,710.74
Export,2018,Q1,Dairy,Chicken,840.72
Export,2018,Q1,Meat,Soybeans,72.59
Export,2018,Q1,Cereals,Rice,714.8
Export,2018,Q1,Dairy,Wheat,201.54
Export,2018,Q1,Meat,Cream,590.11
Export,2018,Q1,Cereals,Cheese,463.76
Export,2018,Q1,Dairy,Lamb,590.15
Export,2021,Q1,Meat,Lamb,849.07
Export,2021,Q1,Cereals,Duck,977.81
Export,2021,Q1,Dairy,Chicken,718.25
Export,2021,Q1,Meat,Soybeans,214.67
Export,2021,Q1,Cereals,Rice,600.42
Export,2021,Q1,Dairy,Wheat,346.02
Export,2021,Q1,Meat,Cream,350.32
Export,2021,Q1,Cereals,Cheese,607.64
Export,2021,Q1,Dairy,Lamb,97.03
Export,2015,Q1,Meat,Lamb,609.68
Export,2015,Q1,Cereals,Duck,98.62
Export,2015,Q1,Dairy,Chicken,614.57
Export,2015,Q1,Meat,Soybeans,237.89
Export,2015,Q1,Cereals,Rice,367.95
Export,2015,Q1,Dairy,Wheat,369.85
Export,2015,Q1,Meat,Cream,370.11
Export,2015,Q1,Cereals,Cheese,372.13
Export,2015,Q1,Dairy,Lamb,118.65
