Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,December,1.62
Production,Workshop,Q2,November,1.3
Production,Workshop,Q3,October,2.96
Production,Workshop,Q4,April,1.58
Production,Workshop,Q2,May,5.6
Production,Workshop,Q3,June,3.77
Production,Workshop,Q4,September,6.23
Production,Workshop,Q2,July,5.75
Production,Workshop,Q3,August,11.73
Service,Factory,Q4,December,12.87
Service,Factory,Q2,November,13.37
Service,Factory,Q3,October,13.3
Service,Factory,Q4,April,15.77
Service,Factory,Q2,May,16.42
Service,Factory,Q3,June,14.98
Service,Factory,Q4,September,18.36
Service,Factory,Q2,July,22.0
Service,Factory,Q3,August,23.59
Culture,Administration,Q4,December,23.33
Culture,Administration,Q2,November,26.14
Culture,Administration,Q3,October,29.89
Culture,Administration,Q4,April,31.88
Culture,Administration,Q2,May,32.57
Culture,Administration,Q3,June,33.88
Culture,Administration,Q4,September,34.81
Culture,Administration,Q2,July,35.53
Culture,Administration,Q3,August,36.78
Production,School,Q4,December,37.73
Production,School,Q2,November,37.32
Production,School,Q3,October,44.64
Production,School,Q4,April,44.75
Production,School,Q2,May,49.54
Production,School,Q3,June,53.97
Production,School,Q4,September,54.31
Production,School,Q2,July,55.11
Production,School,Q3,August,59.19
Service,Concert,Q4,December,64.1
Service,Concert,Q2,November,66.09
Service,Concert,Q3,October,69.66
Service,Concert,Q4,April,70.89
Service,Concert,Q2,May,70.45
Service,Concert,Q3,June,69.0
Service,Concert,Q4,September,75.84
Service,Concert,Q2,July,79.56
Service,Concert,Q3,August,79.71
Culture,Theatre,Q4,December,80.91
Culture,Theatre,Q2,November,83.88
Culture,Theatre,Q3,October,84.94
Culture,Theatre,Q4,April,83.37
Culture,Theatre,Q2,May,86.23
Culture,Theatre,Q3,June,87.88
Culture,Theatre,Q4,September,87.0
Culture,Theatre,Q2,July,87.17
Culture,Theatre,Q3,August,89.12
Production,Museum,Q4,December,91.26
Production,Museum,Q2,November,92.81
Production,Museum,Q3,October,95.69
Production,Museum,Q4,April,96.21
Production,Museum,Q2,May,97.44
Production,Museum,Q3,June,96.62
Production,Museum,Q4,September,99.08
Production,Museum,Q2,July,95.94
Production,Museum,Q3,August,97.11
