State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Florida,Fort Lauderdale,2020,Soil,Industrial,5.01
Florida,Fort Lauderdale,2020,Air,Urban Activities,13.13
Florida,Fort Lauderdale,2020,Soil,Inferior Irrigation,19.98
Florida,Fort Lauderdale,2020,Air,Solid Waste,27.36
Florida,Fort Lauderdale,2020,Soil,Thermal,29.59
Florida,Fort Lauderdale,2020,Air,Noise,30.13
Florida,Fort Lauderdale,2020,Soil,Light,-96.3
Florida,Fort Lauderdale,2020,Air,Industrial,-92.35
Maryland,Tampa,2017,Soil,Industrial,-91.02
Maryland,Tampa,2017,Air,Urban Activities,40.6
Maryland,Tampa,2017,Soil,Inferior Irrigation,40.04
Maryland,Tampa,2017,Air,Solid Waste,-82.51
Maryland,Tampa,2017,Soil,Thermal,-79.27
Maryland,Tampa,2017,Air,Noise,-77.04
Maryland,Tampa,2017,Soil,Light,53.17
Maryland,Tampa,2017,Air,Industrial,53.95
Florida,Columbia,2021,Soil,Industrial,62.5
Florida,Columbia,2021,Air,Urban Activities,67.33
Florida,Columbia,2021,Soil,Inferior Irrigation,68.86
Florida,Columbia,2021,Air,Solid Waste,69.5
Florida,Columbia,2021,Soil,Thermal,-57.44
Florida,Columbia,2021,Air,Noise,72.74
Florida,Columbia,2021,Soil,Light,-48.67
Florida,Columbia,2021,Air,Industrial,83.14
Maryland,Baltimore,2018,Soil,Industrial,-40.47
Maryland,Baltimore,2018,Air,Urban Activities,-37.87
Maryland,Baltimore,2018,Soil,Inferior Irrigation,93.6
Maryland,Baltimore,2018,Air,Solid Waste,-34.57
Maryland,Baltimore,2018,Soil,Thermal,-32.71
Maryland,Baltimore,2018,Air,Noise,-32.76
Maryland,Baltimore,2018,Soil,Light,98.63
Maryland,Baltimore,2018,Air,Industrial,-30.51
Florida,Aberdeen,2020,Soil,Industrial,-28.34
Florida,Aberdeen,2020,Air,Urban Activities,-27.35
Florida,Aberdeen,2020,Soil,Inferior Irrigation,-24.29
Florida,Aberdeen,2020,Air,Solid Waste,-22.52
Florida,Aberdeen,2020,Soil,Thermal,-16.15
Florida,Aberdeen,2020,Air,Noise,-12.16
Florida,Aberdeen,2020,Soil,Light,-9.28
Florida,Aberdeen,2020,Air,Industrial,-1.06
