Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2022,Q3,Beverage,Tea,385.01
Import,2022,Q3,Meat,Soda,649.83
Import,2022,Q3,Beverage,Juice,274.83
Import,2022,Q3,Meat,Duck,788.2
Import,2022,Q3,Beverage,Pork,21.3
Import,2022,Q3,Meat,Chicken,533.96
Import,2021,Q3,Beverage,Tea,534.59
Import,2021,Q3,Meat,Soda,286.36
Import,2021,Q3,Beverage,Juice,286.35
Import,2021,Q3,Meat,Duck,545.89
Import,2021,Q3,Beverage,Pork,545.28
Import,2021,Q3,Meat,Chicken,423.71
Import,2015,Q3,Beverage,Tea,173.83
Import,2015,Q3,Meat,Soda,175.52
Import,2015,Q3,Beverage,Juice,827.95
Import,2015,Q3,Meat,Duck,60.14
Import,2015,Q3,Beverage,Pork,702.85
Import,2015,Q3,Meat,Chicken,839.89
Import,2022,Q3,Beverage,Tea,199.41
Import,2022,Q3,Meat,Soda,722.43
Import,2022,Q3,Beverage,Juice,855.76
Import,2022,Q3,Meat,Duck,92.85
Import,2022,Q3,Beverage,Pork,606.17
Import,2022,Q3,Meat,Chicken,736.27
Import,2021,Q3,Beverage,Tea,992.01
Import,2021,Q3,Meat,Soda,357.43
Import,2021,Q3,Beverage,Juice,249.22
Import,2021,Q3,Meat,Duck,508.69
Import,2021,Q3,Beverage,Pork,509.48
Import,2021,Q3,Meat,Chicken,638.87
