Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Georgia,Columbus,Temperature,0-10,1.89
2015,Georgia,Columbus,Wind,31-40,2.62
2015,Georgia,Columbus,Temperature,Breeze,3.35
2015,Georgia,Columbus,Wind,Calm,4.45
2018,Florida,Albany,Temperature,0-10,6.3
2018,Florida,Albany,Wind,31-40,6.01
2018,Florida,Albany,Temperature,Breeze,7.04
2018,Florida,Albany,Wind,Calm,9.27
2016,Georgia,Washington,Temperature,0-10,10.34
2016,Georgia,Washington,Wind,31-40,11.55
2016,Georgia,Washington,Temperature,Breeze,6.62
2016,Georgia,Washington,Wind,Calm,8.8
2015,Florida,Fort Lauderdale,Temperature,0-10,14.24
2015,Florida,Fort Lauderdale,Wind,31-40,6.29
2015,Florida,Fort Lauderdale,Temperature,Breeze,12.22
2015,Florida,Fort Lauderdale,Wind,Calm,20.92
2018,Georgia,Tampa,Temperature,0-10,21.37
2018,Georgia,Tampa,Wind,31-40,23.86
2018,Georgia,Tampa,Temperature,Breeze,24.11
2018,Georgia,Tampa,Wind,Calm,26.95
