Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Massachusetts,Cambridge,Wind,Calm,3.48
2021,Massachusetts,Cambridge,Humidity,Breeze,5.74
2021,Massachusetts,Cambridge,Wind,Storm,6.71
2021,Massachusetts,Cambridge,Humidity,Medium,7.73
2021,Massachusetts,Cambridge,Wind,High,5.51
2021,Massachusetts,Cambridge,Humidity,Low,9.73
2020,California,Boston,Wind,Calm,8.67
2020,California,Boston,Humidity,Breeze,11.78
2020,California,Boston,Wind,Storm,7.59
2020,California,Boston,Humidity,Medium,5.35
2020,California,Boston,Wind,High,13.5
2020,California,Boston,Humidity,Low,12.05
2021,Massachusetts,Lenox,Wind,Calm,16.23
2021,Massachusetts,Lenox,Humidity,Breeze,16.63
2021,Massachusetts,Lenox,Wind,Storm,18.47
2021,Massachusetts,Lenox,Humidity,Medium,19.28
2021,Massachusetts,Lenox,Wind,High,20.02
2021,Massachusetts,Lenox,Humidity,Low,21.72
2020,California,San Francisco,Wind,Calm,22.48
2020,California,San Francisco,Humidity,Breeze,22.58
2020,California,San Francisco,Wind,Storm,24.91
2020,California,San Francisco,Humidity,Medium,25.49
2020,California,San Francisco,Wind,High,23.52
2020,California,San Francisco,Humidity,Low,20.93
2021,Massachusetts,Berkeley,Wind,Calm,27.01
2021,Massachusetts,Berkeley,Humidity,Breeze,27.22
2021,Massachusetts,Berkeley,Wind,Storm,26.38
2021,Massachusetts,Berkeley,Humidity,Medium,22.79
2021,Massachusetts,Berkeley,Wind,High,25.79
2021,Massachusetts,Berkeley,Humidity,Low,11.94
2020,California,Malibu,Wind,Calm,16.86
2020,California,Malibu,Humidity,Breeze,5.05
2020,California,Malibu,Wind,Storm,18.7
2020,California,Malibu,Humidity,Medium,19.36
2020,California,Malibu,Wind,High,20.79
2020,California,Malibu,Humidity,Low,20.16
