State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Aberdeen,Soil,Industrial,7.92
Maryland,Aberdeen,Water,Solid Waste,11.59
Maryland,Aberdeen,Air,Inferior Irrigation,12.96
Maryland,Aberdeen,Soil,Urban Activities,11.24
Maryland,Aberdeen,Water,Groundwater,17.73
Maryland,Aberdeen,Air,Surface water,21.71
Maryland,Aberdeen,Soil,Noise,25.45
Maryland,Aberdeen,Water,Light,-99.5
Maryland,Aberdeen,Air,Thermal,-94.67
Maryland,Aberdeen,Soil,Industrial,35.22
Maryland,Aberdeen,Water,Solid Waste,-6.03
Maryland,Aberdeen,Air,Inferior Irrigation,40.93
Massachusetts,Baltimore,Soil,Industrial,-87.24
Massachusetts,Baltimore,Water,Solid Waste,-88.36
Massachusetts,Baltimore,Air,Inferior Irrigation,43.99
Massachusetts,Baltimore,Soil,Urban Activities,-82.03
Massachusetts,Baltimore,Water,Groundwater,48.34
Massachusetts,Baltimore,Air,Surface water,48.24
Massachusetts,Baltimore,Soil,Noise,-79.03
Massachusetts,Baltimore,Water,Light,-77.11
Massachusetts,Baltimore,Air,Thermal,53.32
Massachusetts,Baltimore,Soil,Industrial,56.43
Massachusetts,Baltimore,Water,Solid Waste,56.79
Massachusetts,Baltimore,Air,Inferior Irrigation,58.26
Maryland,Boston,Soil,Industrial,-70.54
Maryland,Boston,Water,Solid Waste,61.9
Maryland,Boston,Air,Inferior Irrigation,62.83
Maryland,Boston,Soil,Urban Activities,62.04
Maryland,Boston,Water,Groundwater,63.88
Maryland,Boston,Air,Surface water,66.05
Maryland,Boston,Soil,Noise,-62.31
Maryland,Boston,Water,Light,-58.46
Maryland,Boston,Air,Thermal,74.11
Maryland,Boston,Soil,Industrial,74.96
Maryland,Boston,Water,Solid Waste,74.31
Maryland,Boston,Air,Inferior Irrigation,75.43
Massachusetts,Cambridge,Soil,Industrial,-49.67
Massachusetts,Cambridge,Water,Solid Waste,-49.99
Massachusetts,Cambridge,Air,Inferior Irrigation,81.87
Massachusetts,Cambridge,Soil,Urban Activities,-46.6
Massachusetts,Cambridge,Water,Groundwater,83.43
Massachusetts,Cambridge,Air,Surface water,88.95
Massachusetts,Cambridge,Soil,Noise,89.3
Massachusetts,Cambridge,Water,Light,-39.6
Massachusetts,Cambridge,Air,Thermal,-37.04
Massachusetts,Cambridge,Soil,Industrial,92.0
Massachusetts,Cambridge,Water,Solid Waste,93.2
Massachusetts,Cambridge,Air,Inferior Irrigation,95.0
Maryland,Lenox,Soil,Industrial,96.14
Maryland,Lenox,Water,Solid Waste,-33.33
Maryland,Lenox,Air,Inferior Irrigation,-32.68
Maryland,Lenox,Soil,Urban Activities,-28.24
Maryland,Lenox,Water,Groundwater,-27.5
Maryland,Lenox,Air,Surface water,-26.9
Maryland,Lenox,Soil,Noise,-24.01
Maryland,Lenox,Water,Light,-21.2
Maryland,Lenox,Air,Thermal,-21.06
Maryland,Lenox,Soil,Industrial,-6.19
Maryland,Lenox,Water,Solid Waste,-4.61
Maryland,Lenox,Air,Inferior Irrigation,-2.19
