Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q3,September,1.98
Culture,Concert,Q2,July,1.17
Culture,Concert,Q1,June,4.95
Culture,Concert,Q3,April,4.4
Culture,Concert,Q2,May,4.19
Culture,Concert,Q1,February,5.64
Culture,Concert,Q3,January,10.18
Culture,Concert,Q2,September,12.58
Culture,Concert,Q1,July,13.4
Production,Theatre,Q3,September,14.73
Production,Theatre,Q2,July,15.44
Production,Theatre,Q1,June,15.03
Production,Theatre,Q3,April,20.57
Production,Theatre,Q2,May,21.4
Production,Theatre,Q1,February,23.05
Production,Theatre,Q3,January,24.01
Production,Theatre,Q2,September,24.67
Production,Theatre,Q1,July,26.26
Service,Factory,Q3,September,32.81
Service,Factory,Q2,July,33.31
Service,Factory,Q1,June,33.28
Service,Factory,Q3,April,39.89
Service,Factory,Q2,May,43.73
Service,Factory,Q1,February,43.5
Service,Factory,Q3,January,46.75
Service,Factory,Q2,September,52.21
Service,Factory,Q1,July,53.18
Culture,Workshop,Q3,September,53.93
Culture,Workshop,Q2,July,55.3
Culture,Workshop,Q1,June,56.22
Culture,Workshop,Q3,April,55.83
Culture,Workshop,Q2,May,56.99
Culture,Workshop,Q1,February,58.5
Culture,Workshop,Q3,January,62.48
Culture,Workshop,Q2,September,62.35
Culture,Workshop,Q1,July,64.06
Production,School,Q3,September,65.3
Production,School,Q2,July,64.89
Production,School,Q1,June,65.25
Production,School,Q3,April,67.91
Production,School,Q2,May,70.52
Production,School,Q1,February,71.15
Production,School,Q3,January,72.53
Production,School,Q2,September,73.3
Production,School,Q1,July,72.07
Service,Administration,Q3,September,75.88
Service,Administration,Q2,July,76.69
Service,Administration,Q1,June,77.75
Service,Administration,Q3,April,73.33
Service,Administration,Q2,May,79.69
Service,Administration,Q1,February,72.61
Service,Administration,Q3,January,81.17
Service,Administration,Q2,September,83.04
Service,Administration,Q1,July,88.0
Culture,Hospital,Q3,September,89.99
Culture,Hospital,Q2,July,90.2
Culture,Hospital,Q1,June,93.36
Culture,Hospital,Q3,April,93.39
Culture,Hospital,Q2,May,93.71
Culture,Hospital,Q1,February,96.64
Culture,Hospital,Q3,January,96.81
Culture,Hospital,Q2,September,93.62
Culture,Hospital,Q1,July,96.92
