State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Lenox,Soil,Inferior Irrigation,-0.99
Massachusetts,Lenox,Water,Industrial,2.56
Massachusetts,Lenox,Air,Urban Activities,4.09
Massachusetts,Lenox,Soil,Solid Waste,5.26
Massachusetts,Lenox,Water,Inorganic Fertilizers,6.79
Massachusetts,Lenox,Air,Groundwater,7.52
Massachusetts,Lenox,Soil,Chemical,10.32
Massachusetts,Lenox,Water,Noise,12.41
Massachusetts,Lenox,Air,Light,28.74
Massachusetts,Lenox,Soil,Thermal,16.05
Massachusetts,Lenox,Water,Inferior Irrigation,18.0
Massachusetts,Lenox,Air,Industrial,19.92
Massachusetts,Lenox,Soil,Urban Activities,20.96
Massachusetts,Lenox,Water,Solid Waste,21.04
Massachusetts,Lenox,Air,Inorganic Fertilizers,20.43
Michigan,Boston,Soil,Inferior Irrigation,23.81
Michigan,Boston,Water,Industrial,24.59
Michigan,Boston,Air,Urban Activities,27.02
Michigan,Boston,Soil,Solid Waste,28.34
Michigan,Boston,Water,Inorganic Fertilizers,-99.1
Michigan,Boston,Air,Groundwater,28.97
Michigan,Boston,Soil,Chemical,31.04
Michigan,Boston,Water,Noise,-99.14
Michigan,Boston,Air,Light,32.15
Michigan,Boston,Soil,Thermal,27.64
Michigan,Boston,Water,Inferior Irrigation,-93.52
Michigan,Boston,Air,Industrial,-92.15
Michigan,Boston,Soil,Urban Activities,36.86
Michigan,Boston,Water,Solid Waste,-91.48
Michigan,Boston,Air,Inorganic Fertilizers,-89.31
Massachusetts,Cambridge,Soil,Inferior Irrigation,-97.29
Massachusetts,Cambridge,Water,Industrial,41.92
Massachusetts,Cambridge,Air,Urban Activities,39.95
Massachusetts,Cambridge,Soil,Solid Waste,43.21
Massachusetts,Cambridge,Water,Inorganic Fertilizers,45.06
Massachusetts,Cambridge,Air,Groundwater,-83.16
Massachusetts,Cambridge,Soil,Chemical,-80.73
Massachusetts,Cambridge,Water,Noise,-79.58
Massachusetts,Cambridge,Air,Light,-80.37
Massachusetts,Cambridge,Soil,Thermal,51.57
Massachusetts,Cambridge,Water,Inferior Irrigation,-77.21
Massachusetts,Cambridge,Air,Industrial,53.64
Massachusetts,Cambridge,Soil,Urban Activities,54.79
Massachusetts,Cambridge,Water,Solid Waste,-74.03
Massachusetts,Cambridge,Air,Inorganic Fertilizers,-72.88
Michigan,Detroit,Soil,Inferior Irrigation,55.29
Michigan,Detroit,Water,Industrial,-70.82
Michigan,Detroit,Air,Urban Activities,59.27
Michigan,Detroit,Soil,Solid Waste,-67.52
Michigan,Detroit,Water,Inorganic Fertilizers,61.93
Michigan,Detroit,Air,Groundwater,-64.83
Michigan,Detroit,Soil,Chemical,-62.2
Michigan,Detroit,Water,Noise,76.91
Michigan,Detroit,Air,Light,-51.87
Michigan,Detroit,Soil,Thermal,78.95
Michigan,Detroit,Water,Inferior Irrigation,-52.41
Michigan,Detroit,Air,Industrial,81.51
Michigan,Detroit,Soil,Urban Activities,82.34
Michigan,Detroit,Water,Solid Waste,-45.5
Michigan,Detroit,Air,Inorganic Fertilizers,84.28
Massachusetts,Port Huron,Soil,Inferior Irrigation,-43.04
Massachusetts,Port Huron,Water,Industrial,85.5
Massachusetts,Port Huron,Air,Urban Activities,-41.53
Massachusetts,Port Huron,Soil,Solid Waste,88.88
Massachusetts,Port Huron,Water,Inorganic Fertilizers,-43.18
Massachusetts,Port Huron,Air,Groundwater,-41.82
Massachusetts,Port Huron,Soil,Chemical,95.06
Massachusetts,Port Huron,Water,Noise,-32.84
Massachusetts,Port Huron,Air,Light,-31.57
Massachusetts,Port Huron,Soil,Thermal,99.54
Massachusetts,Port Huron,Water,Inferior Irrigation,-25.5
Massachusetts,Port Huron,Air,Industrial,-16.27
Massachusetts,Port Huron,Soil,Urban Activities,-12.55
Massachusetts,Port Huron,Water,Solid Waste,-12.33
Massachusetts,Port Huron,Air,Inorganic Fertilizers,-12.69
