Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2017,Cereals,Rice,257.1
Export,2017,Meat,Oats,257.85
Export,2017,Cereals,Lamb,513.56
Export,2017,Meat,Pork,779.47
Export,2017,Cereals,Camel,396.09
Export,2017,Meat,Rice,529.0
Export,2016,Cereals,Rice,919.73
Export,2016,Meat,Oats,791.66
Export,2016,Cereals,Lamb,282.57
Export,2016,Meat,Pork,423.69
Export,2016,Cereals,Camel,951.51
Export,2016,Meat,Rice,956.55
Export,2019,Cereals,Rice,69.7
Export,2019,Meat,Oats,461.92
Export,2019,Cereals,Lamb,209.06
Export,2019,Meat,Pork,468.57
Export,2019,Cereals,Camel,856.8
Export,2019,Meat,Rice,730.14
Export,2017,Cereals,Rice,91.17
Export,2017,Meat,Oats,90.66
Export,2017,Cereals,Lamb,859.1
Export,2017,Meat,Pork,996.77
Export,2017,Cereals,Camel,495.14
Export,2017,Meat,Rice,379.12
