Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q1,January,Maryland,Columbia,10.62
Culture,Museum,Q3,February,Maryland,Baltimore,18.3
Culture,Museum,Q1,September,Maryland,Columbia,29.75
Culture,Museum,Q3,August,Maryland,Baltimore,32.24
Culture,Museum,Q1,July,Maryland,Columbia,32.7
Culture,Museum,Q3,January,Maryland,Baltimore,36.38
Production,Concert,Q1,January,Maryland,Columbia,36.3
Production,Concert,Q3,February,Maryland,Baltimore,38.65
Production,Concert,Q1,September,Maryland,Columbia,37.87
Production,Concert,Q3,August,Maryland,Baltimore,47.34
Production,Concert,Q1,July,Maryland,Columbia,49.33
Production,Concert,Q3,January,Maryland,Baltimore,49.4
Culture,Factory,Q1,January,Maryland,Columbia,62.82
Culture,Factory,Q3,February,Maryland,Baltimore,71.12
Culture,Factory,Q1,September,Maryland,Columbia,71.57
Culture,Factory,Q3,August,Maryland,Baltimore,79.5
Culture,Factory,Q1,July,Maryland,Columbia,86.72
Culture,Factory,Q3,January,Maryland,Baltimore,86.23
Production,Workshop,Q1,January,Maryland,Columbia,88.24
Production,Workshop,Q3,February,Maryland,Baltimore,86.22
Production,Workshop,Q1,September,Maryland,Columbia,88.89
Production,Workshop,Q3,August,Maryland,Baltimore,87.3
Production,Workshop,Q1,July,Maryland,Columbia,94.44
Production,Workshop,Q3,January,Maryland,Baltimore,95.37
