Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Meat,Duck,775.05
Export,2020,Beverage,Pork,391.76
Export,2020,Meat,Tea,775.15
Export,2020,Beverage,Soda,521.18
Export,2020,Meat,Coffee,661.15
Export,2020,Beverage,Duck,412.07
Export,2019,Meat,Duck,425.08
Export,2019,Beverage,Pork,554.56
Export,2019,Meat,Tea,308.79
Export,2019,Beverage,Soda,957.09
Export,2019,Meat,Coffee,62.15
Export,2019,Beverage,Duck,709.03
Export,2022,Meat,Duck,453.94
Export,2022,Beverage,Pork,458.83
Export,2022,Meat,Tea,848.65
Export,2022,Beverage,Soda,595.08
Export,2022,Meat,Coffee,726.06
Export,2022,Beverage,Duck,475.96
Export,2020,Meat,Duck,868.66
Export,2020,Beverage,Pork,871.82
Export,2020,Meat,Tea,873.85
Export,2020,Beverage,Soda,107.13
Export,2020,Meat,Coffee,881.6
Export,2020,Beverage,Duck,511.99
