Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q2,June,1.04
Culture,Theatre,Q4,April,6.38
Culture,Theatre,Q2,May,13.29
Culture,Theatre,Q4,December,15.39
Culture,Theatre,Q2,November,15.47
Culture,Theatre,Q4,October,19.85
Residential,Concert,Q2,June,20.1
Residential,Concert,Q4,April,23.35
Residential,Concert,Q2,May,28.06
Residential,Concert,Q4,December,29.88
Residential,Concert,Q2,November,30.37
Residential,Concert,Q4,October,40.78
Culture,Museum,Q2,June,43.68
Culture,Museum,Q4,April,48.5
Culture,Museum,Q2,May,49.12
Culture,Museum,Q4,December,49.96
Culture,Museum,Q2,November,54.51
Culture,Museum,Q4,October,58.39
Residential,Hotel,Q2,June,64.19
Residential,Hotel,Q4,April,65.0
Residential,Hotel,Q2,May,68.13
Residential,Hotel,Q4,December,76.46
Residential,Hotel,Q2,November,80.37
Residential,Hotel,Q4,October,83.15
Culture,House,Q2,June,87.0
Culture,House,Q4,April,90.6
Culture,House,Q2,May,94.84
Culture,House,Q4,December,95.28
Culture,House,Q2,November,99.49
Culture,House,Q4,October,99.78
