State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Maryland,Columbia,2016,Soil,Inferior Irrigation,0.47
Maryland,Columbia,2016,Air,Urban Activities,1.79
Maryland,Columbia,2016,Water,Industrial,1.93
Maryland,Columbia,2016,Soil,Inorganic Fertilizers,2.87
Maryland,Columbia,2016,Air,Solid Waste,2.43
Maryland,Columbia,2016,Water,Noise,5.65
Maryland,Columbia,2016,Soil,Thermal,11.38
Maryland,Columbia,2016,Air,Light,12.5
Maryland,Columbia,2016,Water,Chemical,15.14
Maryland,Columbia,2016,Soil,Oxygen-depletion,15.48
Maryland,Columbia,2016,Air,Surface water,19.8
Maryland,Columbia,2016,Water,Groundwater,20.66
Maryland,Columbia,2016,Soil,Inferior Irrigation,20.28
Maryland,Columbia,2016,Air,Urban Activities,22.8
Maryland,Columbia,2016,Water,Industrial,22.67
Minnesota,Aberdeen,2017,Soil,Inferior Irrigation,24.35
Minnesota,Aberdeen,2017,Air,Urban Activities,25.81
Minnesota,Aberdeen,2017,Water,Industrial,26.45
Minnesota,Aberdeen,2017,Soil,Inorganic Fertilizers,26.77
Minnesota,Aberdeen,2017,Air,Solid Waste,28.58
Minnesota,Aberdeen,2017,Water,Noise,29.89
Minnesota,Aberdeen,2017,Soil,Thermal,30.28
Minnesota,Aberdeen,2017,Air,Light,24.9
Minnesota,Aberdeen,2017,Water,Chemical,32.33
Minnesota,Aberdeen,2017,Soil,Oxygen-depletion,35.35
Minnesota,Aberdeen,2017,Air,Surface water,36.8
Minnesota,Aberdeen,2017,Water,Groundwater,37.31
Minnesota,Aberdeen,2017,Soil,Inferior Irrigation,38.3
Minnesota,Aberdeen,2017,Air,Urban Activities,40.81
Minnesota,Aberdeen,2017,Water,Industrial,41.15
Nevada,Baltimore,2016,Soil,Inferior Irrigation,43.03
Nevada,Baltimore,2016,Air,Urban Activities,46.51
Nevada,Baltimore,2016,Water,Industrial,46.47
Nevada,Baltimore,2016,Soil,Inorganic Fertilizers,48.42
Nevada,Baltimore,2016,Air,Solid Waste,49.9
Nevada,Baltimore,2016,Water,Noise,49.81
Nevada,Baltimore,2016,Soil,Thermal,52.18
Nevada,Baltimore,2016,Air,Light,54.35
Nevada,Baltimore,2016,Water,Chemical,54.2
Nevada,Baltimore,2016,Soil,Oxygen-depletion,57.19
