Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2017,Q1,Fire,Serious,64.93
Female,2017,Q1,Traffic,Slight,66.57
Female,2017,Q1,Drowning,Fatal,36.27
Female,2015,Q4,Fire,Serious,39.5
Female,2015,Q4,Traffic,Slight,40.77
Female,2015,Q4,Drowning,Fatal,73.46
Female,2017,Q1,Fire,Serious,59.5
Female,2017,Q1,Traffic,Slight,43.98
Female,2017,Q1,Drowning,Fatal,12.06
Female,2015,Q4,Fire,Serious,72.07
Female,2015,Q4,Traffic,Slight,42.5
Female,2015,Q4,Drowning,Fatal,27.39
Female,2017,Q1,Fire,Serious,14.44
Female,2017,Q1,Traffic,Slight,55.94
Female,2017,Q1,Drowning,Fatal,27.2
