State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Minnesota,Minneapolis,Soil,Inferior Irrigation,7.1
Minnesota,Minneapolis,Water,Industrial,10.78
Minnesota,Minneapolis,Air,Urban Activities,13.34
Minnesota,Minneapolis,Soil,Chemical,16.46
Minnesota,Minneapolis,Water,Groundwater,20.96
Minnesota,Minneapolis,Air,Surface water,23.33
Minnesota,Minneapolis,Soil,Oxygen-depletion,-98.97
Minnesota,Minneapolis,Water,Thermal,-96.17
Minnesota,Minneapolis,Air,Light,34.89
Minnesota,Minneapolis,Soil,Noise,-93.58
Minnesota,Minneapolis,Water,Inferior Irrigation,-93.91
Minnesota,Minneapolis,Air,Industrial,38.04
Florida,Hastings,Soil,Inferior Irrigation,-90.33
Florida,Hastings,Water,Industrial,40.94
Florida,Hastings,Air,Urban Activities,42.74
Florida,Hastings,Soil,Chemical,-85.43
Florida,Hastings,Water,Groundwater,-85.92
Florida,Hastings,Air,Surface water,46.4
Florida,Hastings,Soil,Oxygen-depletion,-80.72
Florida,Hastings,Water,Thermal,-77.94
Florida,Hastings,Air,Light,-74.18
Florida,Hastings,Soil,Noise,55.4
Florida,Hastings,Water,Inferior Irrigation,56.55
Florida,Hastings,Air,Industrial,-74.89
Oregon,Tampa,Soil,Inferior Irrigation,-70.88
Oregon,Tampa,Water,Industrial,-68.75
Oregon,Tampa,Air,Urban Activities,-68.3
Oregon,Tampa,Soil,Chemical,62.98
Oregon,Tampa,Water,Groundwater,-65.2
Oregon,Tampa,Air,Surface water,-64.58
Oregon,Tampa,Soil,Oxygen-depletion,-65.0
Oregon,Tampa,Water,Thermal,-64.89
Oregon,Tampa,Air,Light,67.49
Oregon,Tampa,Soil,Noise,68.7
Oregon,Tampa,Water,Inferior Irrigation,68.31
Oregon,Tampa,Air,Industrial,-58.85
Minnesota,Fort Lauderdale,Soil,Inferior Irrigation,71.04
Minnesota,Fort Lauderdale,Water,Industrial,-56.53
Minnesota,Fort Lauderdale,Air,Urban Activities,73.4
Minnesota,Fort Lauderdale,Soil,Chemical,-56.7
Minnesota,Fort Lauderdale,Water,Groundwater,75.9
Minnesota,Fort Lauderdale,Air,Surface water,76.95
Minnesota,Fort Lauderdale,Soil,Oxygen-depletion,73.74
Minnesota,Fort Lauderdale,Water,Thermal,78.86
Minnesota,Fort Lauderdale,Air,Light,-48.33
Minnesota,Fort Lauderdale,Soil,Noise,-45.0
Minnesota,Fort Lauderdale,Water,Inferior Irrigation,-45.96
Minnesota,Fort Lauderdale,Air,Industrial,85.04
Florida,Redmond,Soil,Inferior Irrigation,86.83
Florida,Redmond,Water,Industrial,-41.14
Florida,Redmond,Air,Urban Activities,-40.17
Florida,Redmond,Soil,Chemical,87.85
Florida,Redmond,Water,Groundwater,-36.96
Florida,Redmond,Air,Surface water,93.11
Florida,Redmond,Soil,Oxygen-depletion,-35.13
Florida,Redmond,Water,Thermal,-35.09
Florida,Redmond,Air,Light,69.63
Florida,Redmond,Soil,Noise,-31.78
Florida,Redmond,Water,Inferior Irrigation,-30.48
Florida,Redmond,Air,Industrial,98.07
Oregon,Salem,Soil,Inferior Irrigation,-28.49
Oregon,Salem,Water,Industrial,-28.3
Oregon,Salem,Air,Urban Activities,98.91
Oregon,Salem,Soil,Chemical,-25.67
Oregon,Salem,Water,Groundwater,-28.27
Oregon,Salem,Air,Surface water,98.7
Oregon,Salem,Soil,Oxygen-depletion,-21.67
Oregon,Salem,Water,Thermal,-21.83
Oregon,Salem,Air,Light,-16.78
Oregon,Salem,Soil,Noise,-11.3
Oregon,Salem,Water,Inferior Irrigation,-5.3
Oregon,Salem,Air,Industrial,-4.01
