Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2015,Q4,Meat,Beef,896.93
Import,2015,Q4,Dairy,Duck,387.49
Import,2015,Q4,Meat,Lamb,132.69
Import,2015,Q4,Dairy,Yoghurt,270.46
Import,2015,Q4,Meat,Butter,527.24
Import,2015,Q4,Dairy,Cheese,913.65
Import,2020,Q4,Meat,Beef,786.37
Import,2020,Q4,Dairy,Duck,23.29
Import,2020,Q4,Meat,Lamb,412.08
Import,2020,Q4,Dairy,Yoghurt,413.82
Import,2020,Q4,Meat,Butter,36.99
Import,2020,Q4,Dairy,Cheese,677.52
Import,2015,Q4,Meat,Beef,165.43
Import,2015,Q4,Dairy,Duck,174.37
Import,2015,Q4,Meat,Lamb,696.36
Import,2015,Q4,Dairy,Yoghurt,322.27
Import,2015,Q4,Meat,Butter,215.94
Import,2015,Q4,Dairy,Cheese,346.3
Import,2020,Q4,Meat,Beef,603.46
Import,2020,Q4,Dairy,Duck,91.17
Import,2020,Q4,Meat,Lamb,485.36
Import,2020,Q4,Dairy,Yoghurt,747.15
Import,2020,Q4,Meat,Butter,366.39
Import,2020,Q4,Dairy,Cheese,123.81
