State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Maryland,Baltimore,2022,Soil,Industrial,-0.06
Maryland,Baltimore,2022,Air,Solid Waste,4.89
Maryland,Baltimore,2022,Water,Inferior Irrigation,8.64
Maryland,Baltimore,2022,Soil,Urban Activities,9.31
Maryland,Baltimore,2022,Air,Inorganic Fertilizers,14.66
Maryland,Baltimore,2022,Water,Noise,20.26
Maryland,Baltimore,2022,Soil,Thermal,21.72
Maryland,Baltimore,2022,Air,Light,23.81
Maryland,Baltimore,2022,Water,Groundwater,24.29
Maryland,Baltimore,2022,Soil,Surface water,-98.68
Maryland,Baltimore,2022,Air,Chemical,31.67
Maryland,Baltimore,2022,Water,Oxygen-depletion,-95.64
Maryland,Baltimore,2022,Soil,Industrial,-91.76
Maryland,Baltimore,2022,Air,Solid Waste,-91.57
Maryland,Baltimore,2022,Water,Inferior Irrigation,-89.63
California,Columbia,2015,Soil,Industrial,39.05
California,Columbia,2015,Air,Solid Waste,-86.56
California,Columbia,2015,Water,Inferior Irrigation,42.67
California,Columbia,2015,Soil,Urban Activities,44.04
California,Columbia,2015,Air,Inorganic Fertilizers,-83.81
California,Columbia,2015,Water,Noise,46.97
California,Columbia,2015,Soil,Thermal,-81.36
California,Columbia,2015,Air,Light,44.19
California,Columbia,2015,Water,Groundwater,53.49
California,Columbia,2015,Soil,Surface water,53.42
California,Columbia,2015,Air,Chemical,-72.19
California,Columbia,2015,Water,Oxygen-depletion,-70.39
California,Columbia,2015,Soil,Industrial,60.26
California,Columbia,2015,Air,Solid Waste,-66.6
California,Columbia,2015,Water,Inferior Irrigation,62.85
Maryland,Malibu,2017,Soil,Industrial,64.68
Maryland,Malibu,2017,Air,Solid Waste,-66.22
Maryland,Malibu,2017,Water,Inferior Irrigation,69.52
Maryland,Malibu,2017,Soil,Urban Activities,70.18
Maryland,Malibu,2017,Air,Inorganic Fertilizers,72.45
Maryland,Malibu,2017,Water,Noise,75.56
Maryland,Malibu,2017,Soil,Thermal,-53.26
Maryland,Malibu,2017,Air,Light,-51.61
Maryland,Malibu,2017,Water,Groundwater,-51.68
Maryland,Malibu,2017,Soil,Surface water,77.43
Maryland,Malibu,2017,Air,Chemical,-46.48
Maryland,Malibu,2017,Water,Oxygen-depletion,-46.24
Maryland,Malibu,2017,Soil,Industrial,83.72
Maryland,Malibu,2017,Air,Solid Waste,-46.29
Maryland,Malibu,2017,Water,Inferior Irrigation,86.72
California,San Francisco,2016,Soil,Industrial,-42.15
California,San Francisco,2016,Air,Solid Waste,-2.19
California,San Francisco,2016,Water,Inferior Irrigation,-2.35
California,San Francisco,2016,Soil,Urban Activities,-35.83
California,San Francisco,2016,Air,Inorganic Fertilizers,94.33
California,San Francisco,2016,Water,Noise,95.1
California,San Francisco,2016,Soil,Thermal,-34.88
California,San Francisco,2016,Air,Light,-29.98
California,San Francisco,2016,Water,Groundwater,-28.63
California,San Francisco,2016,Soil,Surface water,-23.26
California,San Francisco,2016,Air,Chemical,-17.97
California,San Francisco,2016,Water,Oxygen-depletion,-15.57
California,San Francisco,2016,Soil,Industrial,-8.37
California,San Francisco,2016,Air,Solid Waste,-7.64
California,San Francisco,2016,Water,Inferior Irrigation,-2.61
