State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Minnesota,Minneapolis,2016,Soil,Solid Waste,8.07
Minnesota,Minneapolis,2016,Air,Inferior Irrigation,9.64
Minnesota,Minneapolis,2016,Water,Urban Activities,8.63
Minnesota,Minneapolis,2016,Soil,Inorganic Fertilizers,8.57
Minnesota,Minneapolis,2016,Air,Industrial,12.25
Minnesota,Minneapolis,2016,Water,Light,13.31
Minnesota,Minneapolis,2016,Soil,Noise,14.13
Minnesota,Minneapolis,2016,Air,Oxygen-depletion,10.75
Minnesota,Minneapolis,2016,Water,Chemical,20.69
Minnesota,Minneapolis,2016,Soil,Groundwater,22.35
Minnesota,Minneapolis,2016,Air,Surface water,26.15
Minnesota,Minneapolis,2016,Water,Solid Waste,29.42
Minnesota,Minneapolis,2016,Soil,Inferior Irrigation,30.79
Minnesota,Minneapolis,2016,Air,Urban Activities,33.38
Minnesota,Minneapolis,2016,Water,Inorganic Fertilizers,35.64
Illinois,Hastings,2021,Soil,Solid Waste,36.52
Illinois,Hastings,2021,Air,Inferior Irrigation,41.89
Illinois,Hastings,2021,Water,Urban Activities,42.92
Illinois,Hastings,2021,Soil,Inorganic Fertilizers,41.99
Illinois,Hastings,2021,Air,Industrial,43.6
Illinois,Hastings,2021,Water,Light,46.94
Illinois,Hastings,2021,Soil,Noise,46.75
Illinois,Hastings,2021,Air,Oxygen-depletion,46.0
Illinois,Hastings,2021,Water,Chemical,50.71
Illinois,Hastings,2021,Soil,Groundwater,53.55
Illinois,Hastings,2021,Air,Surface water,56.39
Illinois,Hastings,2021,Water,Solid Waste,56.97
Illinois,Hastings,2021,Soil,Inferior Irrigation,59.49
Illinois,Hastings,2021,Air,Urban Activities,60.99
Illinois,Hastings,2021,Water,Inorganic Fertilizers,60.44
California,Rochester,2016,Soil,Solid Waste,67.11
California,Rochester,2016,Air,Inferior Irrigation,68.93
California,Rochester,2016,Water,Urban Activities,68.76
