Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2021,Q2,Beverage,Juice,128.57
Export,2021,Q2,Dairy,Soda,388.92
Export,2021,Q2,Beverage,Butter,644.87
Export,2021,Q2,Dairy,Yoghurt,136.92
Export,2021,Q2,Beverage,Cheese,905.3
Export,2021,Q2,Dairy,Juice,268.84
Export,2016,Q2,Beverage,Juice,656.08
Export,2016,Q2,Dairy,Soda,912.2
Export,2016,Q2,Beverage,Butter,661.57
Export,2016,Q2,Dairy,Yoghurt,664.22
Export,2016,Q2,Beverage,Cheese,666.77
Export,2016,Q2,Dairy,Juice,34.95
Export,2019,Q2,Beverage,Juice,679.87
Export,2019,Q2,Dairy,Soda,935.93
Export,2019,Q2,Beverage,Butter,700.1
Export,2019,Q2,Dairy,Yoghurt,127.4
Export,2019,Q2,Beverage,Cheese,200.6
Export,2019,Q2,Dairy,Juice,459.39
Export,2021,Q2,Beverage,Juice,589.8
Export,2021,Q2,Dairy,Soda,849.63
Export,2021,Q2,Beverage,Butter,850.93
Export,2021,Q2,Dairy,Yoghurt,346.61
Export,2021,Q2,Beverage,Cheese,733.57
Export,2021,Q2,Dairy,Juice,738.26
Export,2016,Q2,Beverage,Juice,364.61
Export,2016,Q2,Dairy,Soda,109.74
Export,2016,Q2,Beverage,Butter,375.97
Export,2016,Q2,Dairy,Yoghurt,635.36
Export,2016,Q2,Beverage,Cheese,253.2
Export,2016,Q2,Dairy,Juice,767.97
