Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,July,Nevada,Boulder City,1.17
Culture,Concert,Q4,August,Minnesota,Reno,1.52
Culture,Concert,Q3,September,Nevada,Minneapolis,3.73
Culture,Concert,Q4,December,Minnesota,Hastings,4.29
Culture,Concert,Q3,October,Nevada,Boulder City,5.23
Culture,Concert,Q4,July,Minnesota,Reno,6.34
Residential,Museum,Q3,July,Nevada,Boulder City,6.85
Residential,Museum,Q4,August,Minnesota,Reno,3.13
Residential,Museum,Q3,September,Nevada,Minneapolis,7.25
Residential,Museum,Q4,December,Minnesota,Hastings,10.21
Residential,Museum,Q3,October,Nevada,Boulder City,11.11
Residential,Museum,Q4,July,Minnesota,Reno,11.01
Service,Theatre,Q3,July,Nevada,Boulder City,4.38
Service,Theatre,Q4,August,Minnesota,Reno,15.24
Service,Theatre,Q3,September,Nevada,Minneapolis,54.98
Service,Theatre,Q4,December,Minnesota,Hastings,17.96
Service,Theatre,Q3,October,Nevada,Boulder City,20.8
Service,Theatre,Q4,July,Minnesota,Reno,23.61
Culture,House,Q3,July,Nevada,Boulder City,29.92
Culture,House,Q4,August,Minnesota,Reno,30.45
Culture,House,Q3,September,Nevada,Minneapolis,34.68
Culture,House,Q4,December,Minnesota,Hastings,36.37
Culture,House,Q3,October,Nevada,Boulder City,37.12
Culture,House,Q4,July,Minnesota,Reno,37.07
Residential,Hotel,Q3,July,Nevada,Boulder City,40.31
Residential,Hotel,Q4,August,Minnesota,Reno,47.67
Residential,Hotel,Q3,September,Nevada,Minneapolis,48.37
Residential,Hotel,Q4,December,Minnesota,Hastings,49.89
Residential,Hotel,Q3,October,Nevada,Boulder City,51.73
Residential,Hotel,Q4,July,Minnesota,Reno,54.89
Service,Apartment,Q3,July,Nevada,Boulder City,55.82
Service,Apartment,Q4,August,Minnesota,Reno,56.26
Service,Apartment,Q3,September,Nevada,Minneapolis,57.14
Service,Apartment,Q4,December,Minnesota,Hastings,57.01
Service,Apartment,Q3,October,Nevada,Boulder City,57.24
Service,Apartment,Q4,July,Minnesota,Reno,60.18
Culture,School,Q3,July,Nevada,Boulder City,60.87
Culture,School,Q4,August,Minnesota,Reno,62.39
Culture,School,Q3,September,Nevada,Minneapolis,63.31
Culture,School,Q4,December,Minnesota,Hastings,63.01
Culture,School,Q3,October,Nevada,Boulder City,63.58
Culture,School,Q4,July,Minnesota,Reno,66.16
Residential,Library,Q3,July,Nevada,Boulder City,65.58
Residential,Library,Q4,August,Minnesota,Reno,70.26
Residential,Library,Q3,September,Nevada,Minneapolis,72.76
Residential,Library,Q4,December,Minnesota,Hastings,78.21
Residential,Library,Q3,October,Nevada,Boulder City,80.14
Residential,Library,Q4,July,Minnesota,Reno,82.54
Service,Administration,Q3,July,Nevada,Boulder City,83.74
Service,Administration,Q4,August,Minnesota,Reno,82.88
Service,Administration,Q3,September,Nevada,Minneapolis,84.99
Service,Administration,Q4,December,Minnesota,Hastings,94.59
Service,Administration,Q3,October,Nevada,Boulder City,96.15
Service,Administration,Q4,July,Minnesota,Reno,99.5
