Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q2,April,3.36
Service,Administration,Q3,June,6.84
Service,Administration,Q2,May,11.05
Service,Administration,Q3,September,11.71
Service,Administration,Q2,August,17.85
Service,Administration,Q3,April,24.66
Culture,Hospital,Q2,April,34.71
Culture,Hospital,Q3,June,37.44
Culture,Hospital,Q2,May,38.07
Culture,Hospital,Q3,September,47.64
Culture,Hospital,Q2,August,48.95
Culture,Hospital,Q3,April,57.6
Service,Theatre,Q2,April,61.57
Service,Theatre,Q3,June,63.73
Service,Theatre,Q2,May,65.17
Service,Theatre,Q3,September,67.33
Service,Theatre,Q2,August,69.32
Service,Theatre,Q3,April,70.82
Culture,Museum,Q2,April,71.41
Culture,Museum,Q3,June,69.82
Culture,Museum,Q2,May,73.86
Culture,Museum,Q3,September,82.65
Culture,Museum,Q2,August,91.58
Culture,Museum,Q3,April,95.3
