Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2022,Dairy,Butter,133.56
Import,2022,Cereals,Cheese,904.85
Import,2022,Dairy,Oats,777.79
Import,2022,Cereals,Soybeans,278.74
Import,2022,Dairy,Rice,46.0
Import,2022,Cereals,Butter,432.68
Import,2021,Dairy,Butter,437.66
Import,2021,Cereals,Cheese,181.42
Import,2021,Dairy,Oats,185.72
Import,2021,Cereals,Soybeans,698.4
Import,2021,Dairy,Rice,57.56
Import,2021,Cereals,Butter,701.46
Import,2017,Dairy,Butter,320.1
Import,2017,Cereals,Cheese,65.19
Import,2017,Dairy,Oats,845.15
Import,2017,Cereals,Soybeans,462.58
Import,2017,Dairy,Rice,976.63
Import,2017,Cereals,Butter,599.34
Import,2022,Dairy,Butter,473.69
Import,2022,Cereals,Cheese,483.32
Import,2022,Dairy,Oats,742.9
Import,2022,Cereals,Soybeans,747.54
Import,2022,Dairy,Rice,112.07
Import,2022,Cereals,Butter,372.39
