Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,January,3.03
Residential,Hotel,Q4,March,4.54
Residential,Hotel,Q1,November,13.5
Residential,Hotel,Q4,December,17.98
Residential,Hotel,Q1,October,18.19
Residential,Hotel,Q4,January,22.81
Production,House,Q1,January,24.02
Production,House,Q4,March,29.81
Production,House,Q1,November,35.3
Production,House,Q4,December,45.05
Production,House,Q1,October,46.35
Production,House,Q4,January,46.96
Residential,Apartment,Q1,January,48.16
Residential,Apartment,Q4,March,49.98
Residential,Apartment,Q1,November,52.64
Residential,Apartment,Q4,December,53.07
Residential,Apartment,Q1,October,58.77
Residential,Apartment,Q4,January,70.01
Production,Workshop,Q1,January,71.86
Production,Workshop,Q4,March,72.41
Production,Workshop,Q1,November,72.9
Production,Workshop,Q4,December,75.79
Production,Workshop,Q1,October,75.67
Production,Workshop,Q4,January,77.14
Residential,Factory,Q1,January,75.31
Residential,Factory,Q4,March,80.03
Residential,Factory,Q1,November,88.38
Residential,Factory,Q4,December,89.9
Residential,Factory,Q1,October,93.79
Residential,Factory,Q4,January,95.99
