Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q2,June,Illinois,Chicago,1.34
Residential,Hotel,Q3,May,Florida,Champaign,8.78
Residential,Hotel,Q2,April,Illinois,Fort Lauderdale,9.47
Residential,Hotel,Q3,August,Florida,Chicago,8.4
Residential,Hotel,Q2,September,Illinois,Champaign,11.46
Residential,Hotel,Q3,June,Florida,Fort Lauderdale,13.97
Service,House,Q2,June,Illinois,Chicago,14.65
Service,House,Q3,May,Florida,Champaign,20.94
Service,House,Q2,April,Illinois,Fort Lauderdale,21.45
Service,House,Q3,August,Florida,Chicago,22.85
Service,House,Q2,September,Illinois,Champaign,25.57
Service,House,Q3,June,Florida,Fort Lauderdale,26.93
Production,Apartment,Q2,June,Illinois,Chicago,29.5
Production,Apartment,Q3,May,Florida,Champaign,35.4
Production,Apartment,Q2,April,Illinois,Fort Lauderdale,37.29
Production,Apartment,Q3,August,Florida,Chicago,37.31
Production,Apartment,Q2,September,Illinois,Champaign,39.15
Production,Apartment,Q3,June,Florida,Fort Lauderdale,45.45
Residential,Hospital,Q2,June,Illinois,Chicago,46.4
Residential,Hospital,Q3,May,Florida,Champaign,47.35
Residential,Hospital,Q2,April,Illinois,Fort Lauderdale,47.62
Residential,Hospital,Q3,August,Florida,Chicago,49.52
Residential,Hospital,Q2,September,Illinois,Champaign,54.94
Residential,Hospital,Q3,June,Florida,Fort Lauderdale,57.94
Service,Administration,Q2,June,Illinois,Chicago,58.82
Service,Administration,Q3,May,Florida,Champaign,60.64
Service,Administration,Q2,April,Illinois,Fort Lauderdale,60.27
Service,Administration,Q3,August,Florida,Chicago,62.16
Service,Administration,Q2,September,Illinois,Champaign,60.0
Service,Administration,Q3,June,Florida,Fort Lauderdale,69.92
Production,Factory,Q2,June,Illinois,Chicago,70.55
Production,Factory,Q3,May,Florida,Champaign,69.03
Production,Factory,Q2,April,Illinois,Fort Lauderdale,76.01
Production,Factory,Q3,August,Florida,Chicago,78.61
Production,Factory,Q2,September,Illinois,Champaign,80.17
Production,Factory,Q3,June,Florida,Fort Lauderdale,81.63
Residential,Workshop,Q2,June,Illinois,Chicago,82.0
Residential,Workshop,Q3,May,Florida,Champaign,88.21
Residential,Workshop,Q2,April,Illinois,Fort Lauderdale,89.34
Residential,Workshop,Q3,August,Florida,Chicago,93.82
Residential,Workshop,Q2,September,Illinois,Champaign,94.33
Residential,Workshop,Q3,June,Florida,Fort Lauderdale,96.16
