State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Maryland,Baltimore,Water,Surface water,4.59
Maryland,Baltimore,Soil,Groundwater,4.77
Maryland,Baltimore,Air,Solid Waste,9.25
Maryland,Baltimore,Water,Urban Activities,12.34
Maryland,Baltimore,Soil,Industrial,15.22
Maryland,Baltimore,Air,Inorganic Fertilizers,16.49
Maryland,Baltimore,Water,Thermal,17.09
Maryland,Baltimore,Soil,Noise,22.52
Maryland,Baltimore,Air,Surface water,23.94
Maryland,Baltimore,Water,Groundwater,26.25
Maryland,Baltimore,Soil,Solid Waste,28.01
Maryland,Baltimore,Air,Urban Activities,29.4
Minnesota,Aberdeen,Water,Surface water,33.37
Minnesota,Aberdeen,Soil,Groundwater,44.77
Minnesota,Aberdeen,Air,Solid Waste,51.44
Minnesota,Aberdeen,Water,Urban Activities,51.04
Minnesota,Aberdeen,Soil,Industrial,61.85
Minnesota,Aberdeen,Air,Inorganic Fertilizers,63.94
Minnesota,Aberdeen,Water,Thermal,70.99
Minnesota,Aberdeen,Soil,Noise,72.26
Minnesota,Aberdeen,Air,Surface water,75.08
Minnesota,Aberdeen,Water,Groundwater,76.56
Minnesota,Aberdeen,Soil,Solid Waste,77.95
Minnesota,Aberdeen,Air,Urban Activities,77.48
Nevada,Hastings,Water,Surface water,82.81
Nevada,Hastings,Soil,Groundwater,83.89
Nevada,Hastings,Air,Solid Waste,84.1
Nevada,Hastings,Water,Urban Activities,84.49
Nevada,Hastings,Soil,Industrial,86.18
Nevada,Hastings,Air,Inorganic Fertilizers,84.93
Nevada,Hastings,Water,Thermal,0.35
Nevada,Hastings,Soil,Noise,-94.68
Nevada,Hastings,Air,Surface water,-91.33
Nevada,Hastings,Water,Groundwater,-89.42
Nevada,Hastings,Soil,Solid Waste,-89.8
Nevada,Hastings,Air,Urban Activities,-86.4
Maryland,Minneapolis,Water,Surface water,-84.06
Maryland,Minneapolis,Soil,Groundwater,-82.74
Maryland,Minneapolis,Air,Solid Waste,-81.96
Maryland,Minneapolis,Water,Urban Activities,-79.31
Maryland,Minneapolis,Soil,Industrial,-77.2
Maryland,Minneapolis,Air,Inorganic Fertilizers,-76.84
Maryland,Minneapolis,Water,Thermal,-74.09
Maryland,Minneapolis,Soil,Noise,-72.29
Maryland,Minneapolis,Air,Surface water,-71.19
Maryland,Minneapolis,Water,Groundwater,-72.94
Maryland,Minneapolis,Soil,Solid Waste,-69.98
Maryland,Minneapolis,Air,Urban Activities,-69.02
Minnesota,Rochester,Water,Surface water,-68.01
Minnesota,Rochester,Soil,Groundwater,-66.54
Minnesota,Rochester,Air,Solid Waste,-65.98
Minnesota,Rochester,Water,Urban Activities,-64.14
Minnesota,Rochester,Soil,Industrial,-63.16
Minnesota,Rochester,Air,Inorganic Fertilizers,-62.84
Minnesota,Rochester,Water,Thermal,-64.05
Minnesota,Rochester,Soil,Noise,-65.72
Minnesota,Rochester,Air,Surface water,-63.43
Minnesota,Rochester,Water,Groundwater,-58.4
Minnesota,Rochester,Soil,Solid Waste,-59.18
Minnesota,Rochester,Air,Urban Activities,-56.58
Nevada,Las Vegas,Water,Surface water,-56.19
Nevada,Las Vegas,Soil,Groundwater,-54.07
Nevada,Las Vegas,Air,Solid Waste,-48.72
Nevada,Las Vegas,Water,Urban Activities,-46.25
Nevada,Las Vegas,Soil,Industrial,-45.85
Nevada,Las Vegas,Air,Inorganic Fertilizers,-45.19
Nevada,Las Vegas,Water,Thermal,-43.41
Nevada,Las Vegas,Soil,Noise,-45.07
Nevada,Las Vegas,Air,Surface water,-39.63
Nevada,Las Vegas,Water,Groundwater,-36.13
Nevada,Las Vegas,Soil,Solid Waste,-35.73
Nevada,Las Vegas,Air,Urban Activities,-32.25
Maryland,Boulder City,Water,Surface water,-31.55
Maryland,Boulder City,Soil,Groundwater,-27.29
Maryland,Boulder City,Air,Solid Waste,-23.63
Maryland,Boulder City,Water,Urban Activities,-17.7
Maryland,Boulder City,Soil,Industrial,-12.08
Maryland,Boulder City,Air,Inorganic Fertilizers,-12.63
Maryland,Boulder City,Water,Thermal,-12.57
Maryland,Boulder City,Soil,Noise,-9.13
Maryland,Boulder City,Air,Surface water,-10.11
Maryland,Boulder City,Water,Groundwater,-7.21
Maryland,Boulder City,Soil,Solid Waste,-10.67
Maryland,Boulder City,Air,Urban Activities,-5.6
