Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q3,July,2.07
Production,Factory,Q2,August,4.81
Production,Factory,Q3,September,5.39
Production,Factory,Q2,May,5.16
Production,Factory,Q3,June,7.25
Production,Factory,Q2,July,6.3
Culture,Workshop,Q3,July,7.82
Culture,Workshop,Q2,August,5.45
Culture,Workshop,Q3,September,8.33
Culture,Workshop,Q2,May,12.05
Culture,Workshop,Q3,June,8.23
Culture,Workshop,Q2,July,14.28
Residential,Concert,Q3,July,19.02
Residential,Concert,Q2,August,20.86
Residential,Concert,Q3,September,28.44
Residential,Concert,Q2,May,33.94
Residential,Concert,Q3,June,40.03
Residential,Concert,Q2,July,40.67
Production,Museum,Q3,July,44.18
Production,Museum,Q2,August,45.54
Production,Museum,Q3,September,47.81
Production,Museum,Q2,May,48.73
Production,Museum,Q3,June,49.4
Production,Museum,Q2,July,48.79
Culture,House,Q3,July,58.61
Culture,House,Q2,August,61.22
Culture,House,Q3,September,66.15
Culture,House,Q2,May,69.9
Culture,House,Q3,June,71.41
Culture,House,Q2,July,75.32
Residential,Hotel,Q3,July,80.53
Residential,Hotel,Q2,August,81.96
Residential,Hotel,Q3,September,83.91
Residential,Hotel,Q2,May,84.81
Residential,Hotel,Q3,June,84.88
Residential,Hotel,Q2,July,86.69
Production,Apartment,Q3,July,87.6
Production,Apartment,Q2,August,88.77
Production,Apartment,Q3,September,89.77
Production,Apartment,Q2,May,90.53
Production,Apartment,Q3,June,88.65
Production,Apartment,Q2,July,92.44
