Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Michigan,Flint,Temperature,21-30,0.31
2022,Michigan,Flint,Humidity,0-10,1.44
2022,Michigan,Flint,Temperature,31-40,2.52
2022,Michigan,Flint,Humidity,High,3.92
2022,Michigan,Flint,Temperature,Low,3.14
2022,Michigan,Flint,Humidity,Medium,0.59
2016,Nevada,Port Huron,Temperature,21-30,7.69
2016,Nevada,Port Huron,Humidity,0-10,8.29
2016,Nevada,Port Huron,Temperature,31-40,9.92
2016,Nevada,Port Huron,Humidity,High,9.5
2016,Nevada,Port Huron,Temperature,Low,11.2
2016,Nevada,Port Huron,Humidity,Medium,13.41
2021,Michigan,Las Vegas,Temperature,21-30,13.9
2021,Michigan,Las Vegas,Humidity,0-10,15.15
2021,Michigan,Las Vegas,Temperature,31-40,16.98
2021,Michigan,Las Vegas,Humidity,High,17.47
2021,Michigan,Las Vegas,Temperature,Low,18.34
2021,Michigan,Las Vegas,Humidity,Medium,19.63
2022,Nevada,Boulder City,Temperature,21-30,20.24
2022,Nevada,Boulder City,Humidity,0-10,20.3
2022,Nevada,Boulder City,Temperature,31-40,23.88
2022,Nevada,Boulder City,Humidity,High,26.05
2022,Nevada,Boulder City,Temperature,Low,27.53
2022,Nevada,Boulder City,Humidity,Medium,27.21
