Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2015,Cereals,Corn,293.14
Import,2015,Beverage,Oats,550.17
Import,2015,Cereals,Coffee,614.7
Import,2015,Beverage,Soda,363.73
Import,2017,Cereals,Corn,940.99
Import,2017,Beverage,Oats,941.88
Import,2017,Cereals,Coffee,270.83
Import,2017,Beverage,Soda,45.33
Import,2021,Cereals,Corn,15.12
Import,2021,Beverage,Oats,972.59
Import,2021,Cereals,Coffee,843.31
Import,2021,Beverage,Soda,366.72
Import,2015,Cereals,Corn,13.8
Import,2015,Beverage,Oats,948.88
Import,2015,Cereals,Coffee,151.05
Import,2015,Beverage,Soda,31.47
