State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Nevada,Boulder City,Water,Groundwater,7.39
Nevada,Boulder City,Soil,Surface water,8.13
Nevada,Boulder City,Air,Chemical,16.46
Nevada,Boulder City,Water,Inorganic Fertilizers,17.2
Nevada,Boulder City,Soil,Urban Activities,24.69
Nevada,Boulder City,Air,Noise,-99.47
Nevada,Boulder City,Water,Light,33.42
Nevada,Boulder City,Soil,Thermal,35.16
Nevada,Boulder City,Air,Groundwater,37.08
Massachusetts,Reno,Water,Groundwater,-91.48
Massachusetts,Reno,Soil,Surface water,-89.27
Massachusetts,Reno,Air,Chemical,42.93
Massachusetts,Reno,Water,Inorganic Fertilizers,43.29
Massachusetts,Reno,Soil,Urban Activities,-84.66
Massachusetts,Reno,Air,Noise,44.47
Massachusetts,Reno,Water,Light,-81.47
Massachusetts,Reno,Soil,Thermal,47.84
Massachusetts,Reno,Air,Groundwater,49.02
Nevada,Las Vegas,Water,Groundwater,51.01
Nevada,Las Vegas,Soil,Surface water,-77.78
Nevada,Las Vegas,Air,Chemical,-72.08
Nevada,Las Vegas,Water,Inorganic Fertilizers,58.64
Nevada,Las Vegas,Soil,Urban Activities,60.68
Nevada,Las Vegas,Air,Noise,65.12
Nevada,Las Vegas,Water,Light,-62.04
Nevada,Las Vegas,Soil,Thermal,-58.83
Nevada,Las Vegas,Air,Groundwater,-56.16
Massachusetts,Boston,Water,Groundwater,-55.28
Massachusetts,Boston,Soil,Surface water,-55.21
Massachusetts,Boston,Air,Chemical,72.97
Massachusetts,Boston,Water,Inorganic Fertilizers,-51.09
Massachusetts,Boston,Soil,Urban Activities,78.71
Massachusetts,Boston,Air,Noise,80.38
Massachusetts,Boston,Water,Light,-45.0
Massachusetts,Boston,Soil,Thermal,84.77
Massachusetts,Boston,Air,Groundwater,90.59
Nevada,Cambridge,Water,Groundwater,-37.3
Nevada,Cambridge,Soil,Surface water,-37.84
Nevada,Cambridge,Air,Chemical,90.97
Nevada,Cambridge,Water,Inorganic Fertilizers,94.88
Nevada,Cambridge,Soil,Urban Activities,94.66
Nevada,Cambridge,Air,Noise,96.94
Nevada,Cambridge,Water,Light,96.21
Nevada,Cambridge,Soil,Thermal,-32.61
Nevada,Cambridge,Air,Groundwater,-33.07
Massachusetts,Lenox,Water,Groundwater,94.82
Massachusetts,Lenox,Soil,Surface water,-25.29
Massachusetts,Lenox,Air,Chemical,-19.54
Massachusetts,Lenox,Water,Inorganic Fertilizers,-18.28
Massachusetts,Lenox,Soil,Urban Activities,-16.79
Massachusetts,Lenox,Air,Noise,-15.86
Massachusetts,Lenox,Water,Light,-9.76
Massachusetts,Lenox,Soil,Thermal,-7.96
Massachusetts,Lenox,Air,Groundwater,-5.37
