Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q3,September,Oregon,Portland,3.9
Residential,Hotel,Q1,August,Massachusetts,Salem,4.73
Residential,Hotel,Q4,January,Oregon,Cambridge,3.59
Residential,Hotel,Q3,February,Massachusetts,Lenox,4.23
Residential,Hotel,Q1,March,Oregon,Portland,7.45
Residential,Hotel,Q4,October,Massachusetts,Salem,5.07
Residential,Hotel,Q3,December,Oregon,Cambridge,14.88
Residential,Hotel,Q1,November,Massachusetts,Lenox,14.28
Residential,Hotel,Q4,September,Oregon,Portland,16.84
Culture,House,Q3,September,Oregon,Portland,17.92
Culture,House,Q1,August,Massachusetts,Salem,25.81
Culture,House,Q4,January,Oregon,Cambridge,26.82
Culture,House,Q3,February,Massachusetts,Lenox,27.25
Culture,House,Q1,March,Oregon,Portland,27.44
Culture,House,Q4,October,Massachusetts,Salem,30.36
Culture,House,Q3,December,Oregon,Cambridge,32.46
Culture,House,Q1,November,Massachusetts,Lenox,42.65
Culture,House,Q4,September,Oregon,Portland,42.83
Residential,Theatre,Q3,September,Oregon,Portland,45.42
Residential,Theatre,Q1,August,Massachusetts,Salem,54.19
Residential,Theatre,Q4,January,Oregon,Cambridge,55.21
Residential,Theatre,Q3,February,Massachusetts,Lenox,62.2
Residential,Theatre,Q1,March,Oregon,Portland,62.69
Residential,Theatre,Q4,October,Massachusetts,Salem,64.79
Residential,Theatre,Q3,December,Oregon,Cambridge,66.62
Residential,Theatre,Q1,November,Massachusetts,Lenox,67.74
Residential,Theatre,Q4,September,Oregon,Portland,71.47
Culture,Museum,Q3,September,Oregon,Portland,73.95
Culture,Museum,Q1,August,Massachusetts,Salem,75.54
Culture,Museum,Q4,January,Oregon,Cambridge,76.9
Culture,Museum,Q3,February,Massachusetts,Lenox,78.05
Culture,Museum,Q1,March,Oregon,Portland,79.96
Culture,Museum,Q4,October,Massachusetts,Salem,80.72
Culture,Museum,Q3,December,Oregon,Cambridge,83.22
Culture,Museum,Q1,November,Massachusetts,Lenox,85.28
Culture,Museum,Q4,September,Oregon,Portland,86.18
Residential,Concert,Q3,September,Oregon,Portland,87.13
Residential,Concert,Q1,August,Massachusetts,Salem,88.8
Residential,Concert,Q4,January,Oregon,Cambridge,89.82
Residential,Concert,Q3,February,Massachusetts,Lenox,90.68
Residential,Concert,Q1,March,Oregon,Portland,88.22
Residential,Concert,Q4,October,Massachusetts,Salem,92.12
Residential,Concert,Q3,December,Oregon,Cambridge,95.21
Residential,Concert,Q1,November,Massachusetts,Lenox,96.37
Residential,Concert,Q4,September,Oregon,Portland,98.0
