Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q4,November,Massachusetts,Cambridge,1.06
Production,Workshop,Q1,October,Illinois,Chicago,8.5
Production,Workshop,Q4,February,Massachusetts,Springfield,12.98
Production,Workshop,Q1,March,Illinois,Cambridge,16.6
Service,Factory,Q4,November,Massachusetts,Cambridge,18.58
Service,Factory,Q1,October,Illinois,Chicago,18.89
Service,Factory,Q4,February,Massachusetts,Springfield,24.94
Service,Factory,Q1,March,Illinois,Cambridge,26.85
Residential,Library,Q4,November,Massachusetts,Cambridge,30.5
Residential,Library,Q1,October,Illinois,Chicago,32.79
Residential,Library,Q4,February,Massachusetts,Springfield,44.39
Residential,Library,Q1,March,Illinois,Cambridge,46.41
Production,Hospital,Q4,November,Massachusetts,Cambridge,49.71
Production,Hospital,Q1,October,Illinois,Chicago,54.65
Production,Hospital,Q4,February,Massachusetts,Springfield,57.95
Production,Hospital,Q1,March,Illinois,Cambridge,61.25
Service,Administration,Q4,November,Massachusetts,Cambridge,68.98
Service,Administration,Q1,October,Illinois,Chicago,69.81
Service,Administration,Q4,February,Massachusetts,Springfield,74.92
Service,Administration,Q1,March,Illinois,Cambridge,75.96
Residential,Apartment,Q4,November,Massachusetts,Cambridge,76.94
Residential,Apartment,Q1,October,Illinois,Chicago,75.43
Residential,Apartment,Q4,February,Massachusetts,Springfield,78.72
Residential,Apartment,Q1,March,Illinois,Cambridge,87.98
Production,House,Q4,November,Massachusetts,Cambridge,92.04
Production,House,Q1,October,Illinois,Chicago,93.57
Production,House,Q4,February,Massachusetts,Springfield,97.94
Production,House,Q1,March,Illinois,Cambridge,98.68
