Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q1,February,Massachusetts,Boston,0.76
Production,Workshop,Q2,March,Florida,Cambridge,4.96
Production,Workshop,Q3,January,Massachusetts,Tampa,5.98
Production,Workshop,Q1,June,Florida,Boston,8.6
Production,Workshop,Q2,May,Massachusetts,Cambridge,9.95
Production,Workshop,Q3,April,Florida,Tampa,9.19
Production,Workshop,Q1,September,Massachusetts,Boston,11.15
Production,Workshop,Q2,July,Florida,Cambridge,13.86
Production,Workshop,Q3,August,Massachusetts,Tampa,14.89
Service,Factory,Q1,February,Massachusetts,Boston,20.84
Service,Factory,Q2,March,Florida,Cambridge,21.08
Service,Factory,Q3,January,Massachusetts,Tampa,22.42
Service,Factory,Q1,June,Florida,Boston,25.32
Service,Factory,Q2,May,Massachusetts,Cambridge,25.3
Service,Factory,Q3,April,Florida,Tampa,29.89
Service,Factory,Q1,September,Massachusetts,Boston,34.51
Service,Factory,Q2,July,Florida,Cambridge,34.45
Service,Factory,Q3,August,Massachusetts,Tampa,34.81
Production,Administration,Q1,February,Massachusetts,Boston,38.76
Production,Administration,Q2,March,Florida,Cambridge,42.69
Production,Administration,Q3,January,Massachusetts,Tampa,45.42
Production,Administration,Q1,June,Florida,Boston,48.9
Production,Administration,Q2,May,Massachusetts,Cambridge,49.86
Production,Administration,Q3,April,Florida,Tampa,48.19
Production,Administration,Q1,September,Massachusetts,Boston,51.65
Production,Administration,Q2,July,Florida,Cambridge,52.05
Production,Administration,Q3,August,Massachusetts,Tampa,51.3
Service,Hospital,Q1,February,Massachusetts,Boston,48.06
Service,Hospital,Q2,March,Florida,Cambridge,56.78
Service,Hospital,Q3,January,Massachusetts,Tampa,61.88
Service,Hospital,Q1,June,Florida,Boston,62.48
Service,Hospital,Q2,May,Massachusetts,Cambridge,63.43
Service,Hospital,Q3,April,Florida,Tampa,64.24
Service,Hospital,Q1,September,Massachusetts,Boston,65.63
Service,Hospital,Q2,July,Florida,Cambridge,66.27
Service,Hospital,Q3,August,Massachusetts,Tampa,69.76
Production,Library,Q1,February,Massachusetts,Boston,70.82
Production,Library,Q2,March,Florida,Cambridge,75.38
Production,Library,Q3,January,Massachusetts,Tampa,76.47
Production,Library,Q1,June,Florida,Boston,77.65
Production,Library,Q2,May,Massachusetts,Cambridge,80.36
Production,Library,Q3,April,Florida,Tampa,82.12
Production,Library,Q1,September,Massachusetts,Boston,85.99
Production,Library,Q2,July,Florida,Cambridge,88.71
Production,Library,Q3,August,Massachusetts,Tampa,97.47
