Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Male,2019,Q3,Traffic,Slight,32.95
Male,2019,Q3,Drowning,Fatal,58.39
Male,2019,Q3,Fire,Slight,41.94
Male,2015,Q4,Traffic,Slight,42.26
Male,2015,Q4,Drowning,Fatal,11.98
Male,2015,Q4,Fire,Slight,11.56
Male,2019,Q3,Traffic,Slight,45.17
Male,2019,Q3,Drowning,Fatal,78.21
Male,2019,Q3,Fire,Slight,80.27
Male,2015,Q4,Traffic,Slight,61.26
Male,2015,Q4,Drowning,Fatal,25.87
Male,2015,Q4,Fire,Slight,58.06
Male,2019,Q3,Traffic,Slight,60.11
Male,2019,Q3,Drowning,Fatal,29.35
Male,2019,Q3,Fire,Slight,31.48
