State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Georgia,Albany,Water,Oxygen-depletion,2.51
Georgia,Albany,Air,Chemical,6.21
Georgia,Albany,Soil,Groundwater,9.58
Georgia,Albany,Water,Surface water,11.89
Georgia,Albany,Air,Light,15.44
Georgia,Albany,Soil,Thermal,17.11
Georgia,Albany,Water,Noise,18.47
Georgia,Albany,Air,Inorganic Fertilizers,23.38
Georgia,Albany,Soil,Industrial,25.88
Georgia,Albany,Water,Urban Activities,25.73
Georgia,Albany,Air,Solid Waste,31.34
Georgia,Albany,Soil,Oxygen-depletion,-96.1
Florida,Washington,Water,Oxygen-depletion,-94.96
Florida,Washington,Air,Chemical,36.24
Florida,Washington,Soil,Groundwater,-91.88
Florida,Washington,Water,Surface water,-91.28
Florida,Washington,Air,Light,-90.22
Florida,Washington,Soil,Thermal,-82.58
Florida,Washington,Water,Noise,-78.8
Florida,Washington,Air,Inorganic Fertilizers,-74.49
Florida,Washington,Soil,Industrial,-74.38
Florida,Washington,Water,Urban Activities,56.42
Florida,Washington,Air,Solid Waste,-71.07
Florida,Washington,Soil,Oxygen-depletion,58.07
Georgia,Columbus,Water,Oxygen-depletion,-67.24
Georgia,Columbus,Air,Chemical,-66.0
Georgia,Columbus,Soil,Groundwater,65.52
Georgia,Columbus,Water,Surface water,-58.41
Georgia,Columbus,Air,Light,-53.2
Georgia,Columbus,Soil,Thermal,-52.88
Georgia,Columbus,Water,Noise,-51.25
Georgia,Columbus,Air,Inorganic Fertilizers,-51.43
Georgia,Columbus,Soil,Industrial,-52.61
Georgia,Columbus,Water,Urban Activities,76.07
Georgia,Columbus,Air,Solid Waste,82.46
Georgia,Columbus,Soil,Oxygen-depletion,-46.34
Florida,Tampa,Water,Oxygen-depletion,-44.38
Florida,Tampa,Air,Chemical,84.14
Florida,Tampa,Soil,Groundwater,-43.58
Florida,Tampa,Water,Surface water,-46.03
Florida,Tampa,Air,Light,-9.91
Florida,Tampa,Soil,Thermal,-39.35
Florida,Tampa,Water,Noise,89.37
Florida,Tampa,Air,Inorganic Fertilizers,90.26
Florida,Tampa,Soil,Industrial,-7.51
Florida,Tampa,Water,Urban Activities,94.68
Florida,Tampa,Air,Solid Waste,93.63
Florida,Tampa,Soil,Oxygen-depletion,-31.53
Georgia,Fort Lauderdale,Water,Oxygen-depletion,97.65
Georgia,Fort Lauderdale,Air,Chemical,99.1
Georgia,Fort Lauderdale,Soil,Groundwater,-28.46
Georgia,Fort Lauderdale,Water,Surface water,-25.84
Georgia,Fort Lauderdale,Air,Light,-25.47
Georgia,Fort Lauderdale,Soil,Thermal,-22.03
Georgia,Fort Lauderdale,Water,Noise,-22.18
Georgia,Fort Lauderdale,Air,Inorganic Fertilizers,-20.94
Georgia,Fort Lauderdale,Soil,Industrial,-12.87
Georgia,Fort Lauderdale,Water,Urban Activities,-9.1
Georgia,Fort Lauderdale,Air,Solid Waste,-7.03
Georgia,Fort Lauderdale,Soil,Oxygen-depletion,-4.07
