Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2020,Meat,Chicken,516.05
Import,2020,Dairy,Lamb,264.78
Import,2020,Cereals,Cheese,777.04
Import,2020,Meat,Yoghurt,273.07
Import,2020,Dairy,Butter,534.81
Import,2020,Cereals,Corn,27.16
Import,2020,Meat,Oats,156.99
Import,2020,Dairy,Rice,548.87
Import,2020,Cereals,Chicken,422.37
Import,2019,Meat,Chicken,808.57
Import,2019,Dairy,Lamb,955.56
Import,2019,Cereals,Cheese,320.46
Import,2019,Meat,Yoghurt,322.05
Import,2019,Dairy,Butter,323.69
Import,2019,Cereals,Corn,966.82
Import,2019,Meat,Oats,330.28
Import,2019,Dairy,Rice,849.05
Import,2019,Cereals,Chicken,82.9
Import,2016,Meat,Chicken,338.21
Import,2016,Dairy,Lamb,979.64
Import,2016,Cereals,Cheese,852.41
Import,2016,Meat,Yoghurt,213.13
Import,2016,Dairy,Butter,84.41
Import,2016,Cereals,Corn,731.0
Import,2016,Meat,Oats,92.15
Import,2016,Dairy,Rice,606.12
Import,2016,Cereals,Chicken,98.87
Import,2020,Meat,Chicken,484.94
Import,2020,Dairy,Lamb,484.41
Import,2020,Cereals,Cheese,359.73
Import,2020,Meat,Yoghurt,999.77
Import,2020,Dairy,Butter,363.57
Import,2020,Cereals,Corn,237.23
Import,2020,Meat,Oats,498.69
Import,2020,Dairy,Rice,115.29
Import,2020,Cereals,Chicken,506.73
