Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q3,July,0.16
Culture,Museum,Q1,September,1.66
Culture,Museum,Q3,March,69.92
Culture,Museum,Q1,February,70.22
Production,Concert,Q3,July,71.33
Production,Concert,Q1,September,8.07
Production,Concert,Q3,March,74.59
Production,Concert,Q1,February,43.24
Culture,Factory,Q3,July,12.67
Culture,Factory,Q1,September,75.26
Culture,Factory,Q3,March,15.68
Culture,Factory,Q1,February,16.09
Production,Workshop,Q3,July,17.21
Production,Workshop,Q1,September,52.18
Production,Workshop,Q3,March,56.52
Production,Workshop,Q1,February,89.91
