Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2021,Q2,Cereals,Rice,774.2
Import,2021,Q2,Beverage,Oats,135.42
Import,2021,Q2,Cereals,Juice,18.47
Import,2021,Q2,Beverage,Coffee,151.31
Import,2021,Q2,Cereals,Soda,539.92
Import,2021,Q2,Beverage,Rice,796.83
Import,2015,Q2,Cereals,Rice,927.25
Import,2015,Q2,Beverage,Oats,174.8
Import,2015,Q2,Cereals,Juice,689.26
Import,2015,Q2,Beverage,Coffee,690.66
Import,2015,Q2,Cereals,Soda,565.04
Import,2015,Q2,Beverage,Rice,309.85
Import,2019,Q2,Cereals,Rice,826.71
Import,2019,Q2,Beverage,Oats,700.47
Import,2019,Q2,Cereals,Juice,702.26
Import,2019,Q2,Beverage,Coffee,835.17
Import,2019,Q2,Cereals,Soda,964.42
Import,2019,Q2,Beverage,Rice,463.89
Import,2021,Q2,Cereals,Rice,594.5
Import,2021,Q2,Beverage,Oats,723.34
Import,2021,Q2,Cereals,Juice,978.95
Import,2021,Q2,Beverage,Coffee,597.68
Import,2021,Q2,Cereals,Soda,215.29
Import,2021,Q2,Beverage,Rice,127.36
Import,2015,Q2,Cereals,Rice,231.34
Import,2015,Q2,Beverage,Oats,618.61
Import,2015,Q2,Cereals,Juice,752.21
Import,2015,Q2,Beverage,Coffee,503.21
Import,2015,Q2,Cereals,Soda,248.97
Import,2015,Q2,Beverage,Rice,639.05
