Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Hotel,Q1,February,1.54
Residential,Hotel,Q3,January,6.44
Residential,Hotel,Q4,July,10.66
Residential,Hotel,Q1,September,12.76
Residential,Hotel,Q3,December,14.92
Residential,Hotel,Q4,October,14.08
Service,House,Q1,February,14.46
Service,House,Q3,January,17.57
Service,House,Q4,July,20.29
Service,House,Q1,September,21.48
Service,House,Q3,December,24.06
Service,House,Q4,October,25.2
Residential,Apartment,Q1,February,28.71
Residential,Apartment,Q3,January,28.01
Residential,Apartment,Q4,July,31.14
Residential,Apartment,Q1,September,35.05
Residential,Apartment,Q3,December,38.32
Residential,Apartment,Q4,October,40.76
Service,School,Q1,February,42.37
Service,School,Q3,January,43.04
Service,School,Q4,July,47.99
Service,School,Q1,September,54.05
Service,School,Q3,December,57.05
Service,School,Q4,October,63.97
Residential,Administration,Q1,February,70.58
Residential,Administration,Q3,January,89.38
Residential,Administration,Q4,July,90.55
Residential,Administration,Q1,September,91.79
Residential,Administration,Q3,December,95.76
Residential,Administration,Q4,October,96.6
