State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Florida,Fort Lauderdale,2016,Soil,Inorganic Fertilizers,2.95
Florida,Fort Lauderdale,2016,Water,Urban Activities,6.93
Florida,Fort Lauderdale,2016,Soil,Groundwater,8.34
Florida,Fort Lauderdale,2016,Water,Surface water,13.78
Florida,Fort Lauderdale,2016,Soil,Oxygen-depletion,21.43
Florida,Fort Lauderdale,2016,Water,Inorganic Fertilizers,22.98
Oregon,Tampa,2020,Soil,Inorganic Fertilizers,27.79
Oregon,Tampa,2020,Water,Urban Activities,33.41
Oregon,Tampa,2020,Soil,Groundwater,34.89
Oregon,Tampa,2020,Water,Surface water,-93.78
Oregon,Tampa,2020,Soil,Oxygen-depletion,38.26
Oregon,Tampa,2020,Water,Inorganic Fertilizers,43.26
Florida,Redmond,2017,Soil,Inorganic Fertilizers,-78.89
Florida,Redmond,2017,Water,Urban Activities,64.93
Florida,Redmond,2017,Soil,Groundwater,70.56
Florida,Redmond,2017,Water,Surface water,-57.49
Florida,Redmond,2017,Soil,Oxygen-depletion,71.47
Florida,Redmond,2017,Water,Inorganic Fertilizers,-57.54
Oregon,Salem,2016,Soil,Inorganic Fertilizers,77.97
Oregon,Salem,2016,Water,Urban Activities,85.82
Oregon,Salem,2016,Soil,Groundwater,89.05
Oregon,Salem,2016,Water,Surface water,90.02
Oregon,Salem,2016,Soil,Oxygen-depletion,93.44
Oregon,Salem,2016,Water,Inorganic Fertilizers,95.18
Florida,Portland,2020,Soil,Inorganic Fertilizers,96.68
Florida,Portland,2020,Water,Urban Activities,-27.43
Florida,Portland,2020,Soil,Groundwater,-25.55
Florida,Portland,2020,Water,Surface water,-22.64
Florida,Portland,2020,Soil,Oxygen-depletion,-10.63
Florida,Portland,2020,Water,Inorganic Fertilizers,-1.26
