Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q4,October,Minnesota,Minneapolis,0.37
Residential,Hotel,Q1,November,Maryland,Rochester,2.68
Residential,Hotel,Q3,December,Minnesota,Columbia,3.45
Residential,Hotel,Q4,March,Maryland,Minneapolis,4.67
Residential,Hotel,Q1,February,Minnesota,Rochester,3.11
Residential,Hotel,Q3,January,Maryland,Columbia,8.77
Residential,Hotel,Q4,August,Minnesota,Minneapolis,9.87
Residential,Hotel,Q1,July,Maryland,Rochester,11.53
Residential,Hotel,Q3,October,Minnesota,Columbia,16.88
Service,Apartment,Q4,October,Minnesota,Minneapolis,19.65
Service,Apartment,Q1,November,Maryland,Rochester,20.59
Service,Apartment,Q3,December,Minnesota,Columbia,21.93
Service,Apartment,Q4,March,Maryland,Minneapolis,27.69
Service,Apartment,Q1,February,Minnesota,Rochester,27.58
Service,Apartment,Q3,January,Maryland,Columbia,29.56
Service,Apartment,Q4,August,Minnesota,Minneapolis,30.81
Service,Apartment,Q1,July,Maryland,Rochester,27.87
Service,Apartment,Q3,October,Minnesota,Columbia,33.78
Residential,House,Q4,October,Minnesota,Minneapolis,34.35
Residential,House,Q1,November,Maryland,Rochester,40.27
Residential,House,Q3,December,Minnesota,Columbia,41.44
Residential,House,Q4,March,Maryland,Minneapolis,42.66
Residential,House,Q1,February,Minnesota,Rochester,42.96
Residential,House,Q3,January,Maryland,Columbia,43.26
Residential,House,Q4,August,Minnesota,Minneapolis,43.24
Residential,House,Q1,July,Maryland,Rochester,46.65
Residential,House,Q3,October,Minnesota,Columbia,46.99
Service,School,Q4,October,Minnesota,Minneapolis,48.87
Service,School,Q1,November,Maryland,Rochester,49.47
Service,School,Q3,December,Minnesota,Columbia,50.29
Service,School,Q4,March,Maryland,Minneapolis,49.8
Service,School,Q1,February,Minnesota,Rochester,48.5
Service,School,Q3,January,Maryland,Columbia,57.85
Service,School,Q4,August,Minnesota,Minneapolis,59.87
Service,School,Q1,July,Maryland,Rochester,61.2
Service,School,Q3,October,Minnesota,Columbia,62.62
Residential,Hospital,Q4,October,Minnesota,Minneapolis,63.91
Residential,Hospital,Q1,November,Maryland,Rochester,64.03
Residential,Hospital,Q3,December,Minnesota,Columbia,65.99
Residential,Hospital,Q4,March,Maryland,Minneapolis,65.14
Residential,Hospital,Q1,February,Minnesota,Rochester,65.78
Residential,Hospital,Q3,January,Maryland,Columbia,70.66
Residential,Hospital,Q4,August,Minnesota,Minneapolis,71.58
Residential,Hospital,Q1,July,Maryland,Rochester,71.73
Residential,Hospital,Q3,October,Minnesota,Columbia,73.5
Service,Administration,Q4,October,Minnesota,Minneapolis,74.67
Service,Administration,Q1,November,Maryland,Rochester,77.21
Service,Administration,Q3,December,Minnesota,Columbia,78.78
Service,Administration,Q4,March,Maryland,Minneapolis,78.95
Service,Administration,Q1,February,Minnesota,Rochester,95.18
Service,Administration,Q3,January,Maryland,Columbia,95.74
Service,Administration,Q4,August,Minnesota,Minneapolis,97.47
Service,Administration,Q1,July,Maryland,Rochester,98.2
Service,Administration,Q3,October,Minnesota,Columbia,98.73
