Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q1,January,1.59
Service,Administration,Q2,March,3.19
Service,Administration,Q1,June,5.95
Service,Administration,Q2,April,16.31
Production,School,Q1,January,24.74
Production,School,Q2,March,30.75
Production,School,Q1,June,33.98
Production,School,Q2,April,37.35
Service,Hospital,Q1,January,55.38
Service,Hospital,Q2,March,58.56
Service,Hospital,Q1,June,60.15
Service,Hospital,Q2,April,60.78
Production,Workshop,Q1,January,63.7
Production,Workshop,Q2,March,73.35
Production,Workshop,Q1,June,75.85
Production,Workshop,Q2,April,78.03
Service,Factory,Q1,January,84.73
Service,Factory,Q2,March,86.79
Service,Factory,Q1,June,89.24
Service,Factory,Q2,April,90.19
