State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Maryland,Baltimore,2017,Air,Light,1.0
Maryland,Baltimore,2017,Water,Noise,4.97
Maryland,Baltimore,2017,Soil,Thermal,4.62
Maryland,Baltimore,2017,Air,Oxygen-depletion,11.39
Maryland,Baltimore,2017,Water,Surface water,11.03
Maryland,Baltimore,2017,Soil,Chemical,15.12
Maryland,Baltimore,2017,Air,Groundwater,15.26
Maryland,Baltimore,2017,Water,Industrial,17.59
Maryland,Baltimore,2017,Soil,Inferior Irrigation,21.0
Maryland,Baltimore,2017,Air,Urban Activities,24.86
Maryland,Baltimore,2017,Water,Inorganic Fertilizers,24.93
Maryland,Baltimore,2017,Soil,Solid Waste,26.49
Maryland,Baltimore,2017,Air,Light,27.8
Maryland,Baltimore,2017,Water,Noise,28.61
Maryland,Baltimore,2017,Soil,Thermal,27.03
Georgia,Columbia,2020,Air,Light,30.69
Georgia,Columbia,2020,Water,Noise,31.77
Georgia,Columbia,2020,Soil,Thermal,30.67
Georgia,Columbia,2020,Air,Oxygen-depletion,31.12
Georgia,Columbia,2020,Water,Surface water,30.57
Georgia,Columbia,2020,Soil,Chemical,32.32
Georgia,Columbia,2020,Air,Groundwater,39.3
Georgia,Columbia,2020,Water,Industrial,42.08
Georgia,Columbia,2020,Soil,Inferior Irrigation,43.88
Georgia,Columbia,2020,Air,Urban Activities,44.99
Georgia,Columbia,2020,Water,Inorganic Fertilizers,45.26
Georgia,Columbia,2020,Soil,Solid Waste,45.03
Georgia,Columbia,2020,Air,Light,45.92
Georgia,Columbia,2020,Water,Noise,49.61
Georgia,Columbia,2020,Soil,Thermal,50.35
Illinois,Aberdeen,2019,Air,Light,53.65
Illinois,Aberdeen,2019,Water,Noise,56.63
Illinois,Aberdeen,2019,Soil,Thermal,56.08
Illinois,Aberdeen,2019,Air,Oxygen-depletion,58.6
Illinois,Aberdeen,2019,Water,Surface water,57.95
Illinois,Aberdeen,2019,Soil,Chemical,61.17
Illinois,Aberdeen,2019,Air,Groundwater,62.43
Illinois,Aberdeen,2019,Water,Industrial,63.86
Illinois,Aberdeen,2019,Soil,Inferior Irrigation,62.67
Illinois,Aberdeen,2019,Air,Urban Activities,67.75
Illinois,Aberdeen,2019,Water,Inorganic Fertilizers,68.38
Illinois,Aberdeen,2019,Soil,Solid Waste,69.36
Illinois,Aberdeen,2019,Air,Light,69.76
Illinois,Aberdeen,2019,Water,Noise,71.0
Illinois,Aberdeen,2019,Soil,Thermal,72.31
Maryland,Albany,2016,Air,Light,67.01
Maryland,Albany,2016,Water,Noise,82.07
Maryland,Albany,2016,Soil,Thermal,83.84
Maryland,Albany,2016,Air,Oxygen-depletion,84.75
Maryland,Albany,2016,Water,Surface water,83.64
Maryland,Albany,2016,Soil,Chemical,83.43
Maryland,Albany,2016,Air,Groundwater,88.31
Maryland,Albany,2016,Water,Industrial,90.39
Maryland,Albany,2016,Soil,Inferior Irrigation,92.26
Maryland,Albany,2016,Air,Urban Activities,96.23
Maryland,Albany,2016,Water,Inorganic Fertilizers,97.68
Maryland,Albany,2016,Soil,Solid Waste,98.77
Maryland,Albany,2016,Air,Light,-36.44
Maryland,Albany,2016,Water,Noise,-32.77
Maryland,Albany,2016,Soil,Thermal,-27.04
Georgia,Washington,2017,Air,Light,-99.9
Georgia,Washington,2017,Water,Noise,-98.73
Georgia,Washington,2017,Soil,Thermal,-97.33
Georgia,Washington,2017,Air,Oxygen-depletion,-97.69
Georgia,Washington,2017,Water,Surface water,-95.01
Georgia,Washington,2017,Soil,Chemical,-94.16
Georgia,Washington,2017,Air,Groundwater,-95.73
Georgia,Washington,2017,Water,Industrial,-92.9
Georgia,Washington,2017,Soil,Inferior Irrigation,-86.55
Georgia,Washington,2017,Air,Urban Activities,-82.97
Georgia,Washington,2017,Water,Inorganic Fertilizers,-81.89
Georgia,Washington,2017,Soil,Solid Waste,-80.59
Georgia,Washington,2017,Air,Light,-78.21
Georgia,Washington,2017,Water,Noise,-77.46
Georgia,Washington,2017,Soil,Thermal,-76.87
Illinois,Columbus,2020,Air,Light,-75.85
Illinois,Columbus,2020,Water,Noise,-74.41
Illinois,Columbus,2020,Soil,Thermal,-76.15
Illinois,Columbus,2020,Air,Oxygen-depletion,-72.09
Illinois,Columbus,2020,Water,Surface water,-75.76
Illinois,Columbus,2020,Soil,Chemical,-70.37
Illinois,Columbus,2020,Air,Groundwater,-73.89
Illinois,Columbus,2020,Water,Industrial,-68.98
Illinois,Columbus,2020,Soil,Inferior Irrigation,-66.21
Illinois,Columbus,2020,Air,Urban Activities,-64.48
Illinois,Columbus,2020,Water,Inorganic Fertilizers,-60.84
Illinois,Columbus,2020,Soil,Solid Waste,-60.48
Illinois,Columbus,2020,Air,Light,-55.89
Illinois,Columbus,2020,Water,Noise,-54.34
Illinois,Columbus,2020,Soil,Thermal,-53.84
Maryland,Springfield,2019,Air,Light,-51.29
Maryland,Springfield,2019,Water,Noise,-50.03
Maryland,Springfield,2019,Soil,Thermal,-49.33
Maryland,Springfield,2019,Air,Oxygen-depletion,-48.12
Maryland,Springfield,2019,Water,Surface water,-46.53
Maryland,Springfield,2019,Soil,Chemical,-9.04
Maryland,Springfield,2019,Air,Groundwater,-44.68
Maryland,Springfield,2019,Water,Industrial,-44.12
Maryland,Springfield,2019,Soil,Inferior Irrigation,-42.69
Maryland,Springfield,2019,Air,Urban Activities,-41.49
Maryland,Springfield,2019,Water,Inorganic Fertilizers,-41.64
Maryland,Springfield,2019,Soil,Solid Waste,-39.69
Maryland,Springfield,2019,Air,Light,-38.16
Maryland,Springfield,2019,Water,Noise,-8.39
Maryland,Springfield,2019,Soil,Thermal,-36.75
Georgia,Champaign,2016,Air,Light,-35.18
Georgia,Champaign,2016,Water,Noise,-34.66
Georgia,Champaign,2016,Soil,Thermal,-34.61
Georgia,Champaign,2016,Air,Oxygen-depletion,-32.67
Georgia,Champaign,2016,Water,Surface water,-31.58
Georgia,Champaign,2016,Soil,Chemical,-31.86
Georgia,Champaign,2016,Air,Groundwater,-29.84
Georgia,Champaign,2016,Water,Industrial,-31.91
Georgia,Champaign,2016,Soil,Inferior Irrigation,-30.48
Georgia,Champaign,2016,Air,Urban Activities,-29.8
Georgia,Champaign,2016,Water,Inorganic Fertilizers,-27.74
Georgia,Champaign,2016,Soil,Solid Waste,-24.31
Georgia,Champaign,2016,Air,Light,-24.57
Georgia,Champaign,2016,Water,Noise,-23.81
Georgia,Champaign,2016,Soil,Thermal,-21.94
Illinois,Chicago,2017,Air,Light,-20.09
Illinois,Chicago,2017,Water,Noise,-20.16
Illinois,Chicago,2017,Soil,Thermal,-20.38
Illinois,Chicago,2017,Air,Oxygen-depletion,-18.9
Illinois,Chicago,2017,Water,Surface water,-16.77
Illinois,Chicago,2017,Soil,Chemical,-15.67
Illinois,Chicago,2017,Air,Groundwater,-15.58
Illinois,Chicago,2017,Water,Industrial,-13.84
Illinois,Chicago,2017,Soil,Inferior Irrigation,-20.9
Illinois,Chicago,2017,Air,Urban Activities,-9.69
Illinois,Chicago,2017,Water,Inorganic Fertilizers,-8.43
Illinois,Chicago,2017,Soil,Solid Waste,-6.46
Illinois,Chicago,2017,Air,Light,-5.24
Illinois,Chicago,2017,Water,Noise,-4.07
Illinois,Chicago,2017,Soil,Thermal,-3.72
