Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2020,Q4,Meat,Chicken,649.8
Export,2020,Q4,Beverage,Beef,533.89
Export,2020,Q4,Meat,Duck,661.62
Export,2020,Q4,Beverage,Tea,150.45
Export,2020,Q4,Meat,Soda,158.41
Export,2020,Q4,Beverage,Chicken,543.9
Export,2019,Q4,Meat,Chicken,290.18
Export,2019,Q4,Beverage,Beef,163.58
Export,2019,Q4,Meat,Duck,549.04
Export,2019,Q4,Beverage,Tea,165.13
Export,2019,Q4,Meat,Soda,167.17
Export,2019,Q4,Beverage,Chicken,424.13
Export,2021,Q4,Meat,Chicken,557.68
Export,2021,Q4,Beverage,Beef,302.91
Export,2021,Q4,Meat,Duck,53.01
Export,2021,Q4,Beverage,Tea,696.23
Export,2021,Q4,Meat,Soda,449.46
Export,2021,Q4,Beverage,Chicken,835.01
Export,2020,Q4,Meat,Chicken,709.2
Export,2020,Q4,Beverage,Beef,456.21
Export,2020,Q4,Meat,Duck,851.89
Export,2020,Q4,Beverage,Tea,215.34
Export,2020,Q4,Meat,Soda,604.08
Export,2020,Q4,Beverage,Chicken,605.88
Export,2019,Q4,Meat,Chicken,735.39
Export,2019,Q4,Beverage,Beef,486.71
Export,2019,Q4,Meat,Duck,362.56
Export,2019,Q4,Beverage,Tea,369.01
Export,2019,Q4,Meat,Soda,882.98
Export,2019,Q4,Beverage,Chicken,888.45
