Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q2,May,0.52
Production,Workshop,Q3,April,2.61
Production,Workshop,Q2,August,5.04
Production,Workshop,Q3,July,5.49
Production,Workshop,Q2,September,8.94
Production,Workshop,Q3,May,9.6
Service,Factory,Q2,May,10.96
Service,Factory,Q3,April,13.19
Service,Factory,Q2,August,13.09
Service,Factory,Q3,July,18.56
Service,Factory,Q2,September,32.66
Service,Factory,Q3,May,33.23
Production,Administration,Q2,May,33.9
Production,Administration,Q3,April,33.11
Production,Administration,Q2,August,40.41
Production,Administration,Q3,July,58.61
Production,Administration,Q2,September,63.47
Production,Administration,Q3,May,63.0
Service,Library,Q2,May,65.72
Service,Library,Q3,April,71.81
Service,Library,Q2,August,75.38
Service,Library,Q3,July,79.57
Service,Library,Q2,September,85.46
Service,Library,Q3,May,91.05
Production,School,Q2,May,92.58
Production,School,Q3,April,94.86
Production,School,Q2,August,95.31
Production,School,Q3,July,95.57
Production,School,Q2,September,95.95
Production,School,Q3,May,99.33
