Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2017,Florida,Fort Lauderdale,Humidity,Medium,0.89
2017,Florida,Fort Lauderdale,Temperature,High,1.52
2017,Florida,Fort Lauderdale,Humidity,11-20,2.19
2017,Florida,Fort Lauderdale,Temperature,21-30,3.11
2016,Minnesota,Tampa,Humidity,Medium,3.13
2016,Minnesota,Tampa,Temperature,High,2.59
2016,Minnesota,Tampa,Humidity,11-20,3.14
2016,Minnesota,Tampa,Temperature,21-30,7.22
2019,Massachusetts,Rochester,Humidity,Medium,7.74
2019,Massachusetts,Rochester,Temperature,High,9.94
2019,Massachusetts,Rochester,Humidity,11-20,9.98
2019,Massachusetts,Rochester,Temperature,21-30,11.25
2017,Florida,Hastings,Humidity,Medium,12.07
2017,Florida,Hastings,Temperature,High,13.6
2017,Florida,Hastings,Humidity,11-20,14.15
2017,Florida,Hastings,Temperature,21-30,9.99
2016,Minnesota,Minneapolis,Humidity,Medium,11.32
2016,Minnesota,Minneapolis,Temperature,High,8.72
2016,Minnesota,Minneapolis,Humidity,11-20,11.65
2016,Minnesota,Minneapolis,Temperature,21-30,19.25
2019,Massachusetts,Boston,Humidity,Medium,16.17
2019,Massachusetts,Boston,Temperature,High,14.92
2019,Massachusetts,Boston,Humidity,11-20,22.5
2019,Massachusetts,Boston,Temperature,21-30,23.79
2017,Florida,Lenox,Humidity,Medium,24.29
2017,Florida,Lenox,Temperature,High,23.0
2017,Florida,Lenox,Humidity,11-20,26.25
2017,Florida,Lenox,Temperature,21-30,8.54
2016,Minnesota,Cambridge,Humidity,Medium,9.31
2016,Minnesota,Cambridge,Temperature,High,10.75
2016,Minnesota,Cambridge,Humidity,11-20,1.96
2016,Minnesota,Cambridge,Temperature,21-30,6.06
