Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q2,April,Oregon,Salem,5.03
Residential,House,Q1,May,Oregon,Salem,8.15
Residential,House,Q2,February,Oregon,Salem,11.85
Residential,House,Q1,January,Oregon,Salem,14.41
Culture,Apartment,Q2,April,Oregon,Salem,16.79
Culture,Apartment,Q1,May,Oregon,Salem,18.65
Culture,Apartment,Q2,February,Oregon,Salem,24.69
Culture,Apartment,Q1,January,Oregon,Salem,29.6
Service,Hotel,Q2,April,Oregon,Salem,31.44
Service,Hotel,Q1,May,Oregon,Salem,32.76
Service,Hotel,Q2,February,Oregon,Salem,33.22
Service,Hotel,Q1,January,Oregon,Salem,37.41
Residential,Museum,Q2,April,Oregon,Salem,39.2
Residential,Museum,Q1,May,Oregon,Salem,39.53
Residential,Museum,Q2,February,Oregon,Salem,42.89
Residential,Museum,Q1,January,Oregon,Salem,43.33
Culture,Concert,Q2,April,Oregon,Salem,48.17
Culture,Concert,Q1,May,Oregon,Salem,54.1
Culture,Concert,Q2,February,Oregon,Salem,58.5
Culture,Concert,Q1,January,Oregon,Salem,58.33
Service,School,Q2,April,Oregon,Salem,70.76
Service,School,Q1,May,Oregon,Salem,70.71
Service,School,Q2,February,Oregon,Salem,75.29
Service,School,Q1,January,Oregon,Salem,75.98
Residential,Library,Q2,April,Oregon,Salem,78.82
Residential,Library,Q1,May,Oregon,Salem,83.43
Residential,Library,Q2,February,Oregon,Salem,84.6
Residential,Library,Q1,January,Oregon,Salem,88.19
