Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,July,Florida,Fort Lauderdale,5.51
Culture,Concert,Q1,August,Oregon,Salem,9.11
Culture,Concert,Q3,September,Florida,Portland,12.22
Culture,Concert,Q1,January,Oregon,Fort Lauderdale,12.43
Culture,Concert,Q3,February,Florida,Salem,16.27
Culture,Concert,Q1,March,Oregon,Portland,18.12
Residential,Theatre,Q3,July,Florida,Fort Lauderdale,19.01
Residential,Theatre,Q1,August,Oregon,Salem,22.63
Residential,Theatre,Q3,September,Florida,Portland,23.82
Residential,Theatre,Q1,January,Oregon,Fort Lauderdale,25.49
Residential,Theatre,Q3,February,Florida,Salem,26.46
Residential,Theatre,Q1,March,Oregon,Portland,27.78
Service,Museum,Q3,July,Florida,Fort Lauderdale,27.85
Service,Museum,Q1,August,Oregon,Salem,25.42
Service,Museum,Q3,September,Florida,Portland,30.74
Service,Museum,Q1,January,Oregon,Fort Lauderdale,26.83
Service,Museum,Q3,February,Florida,Salem,36.27
Service,Museum,Q1,March,Oregon,Portland,39.88
Culture,Apartment,Q3,July,Florida,Fort Lauderdale,39.34
Culture,Apartment,Q1,August,Oregon,Salem,41.92
Culture,Apartment,Q3,September,Florida,Portland,41.63
Culture,Apartment,Q1,January,Oregon,Fort Lauderdale,41.22
Culture,Apartment,Q3,February,Florida,Salem,0.04
Culture,Apartment,Q1,March,Oregon,Portland,48.02
Residential,Hotel,Q3,July,Florida,Fort Lauderdale,48.7
Residential,Hotel,Q1,August,Oregon,Salem,51.33
Residential,Hotel,Q3,September,Florida,Portland,51.53
Residential,Hotel,Q1,January,Oregon,Fort Lauderdale,52.89
Residential,Hotel,Q3,February,Florida,Salem,49.12
Residential,Hotel,Q1,March,Oregon,Portland,55.14
Service,House,Q3,July,Florida,Fort Lauderdale,55.31
Service,House,Q1,August,Oregon,Salem,57.45
Service,House,Q3,September,Florida,Portland,57.42
Service,House,Q1,January,Oregon,Fort Lauderdale,60.11
Service,House,Q3,February,Florida,Salem,61.71
Service,House,Q1,March,Oregon,Portland,61.05
Culture,Administration,Q3,July,Florida,Fort Lauderdale,63.79
Culture,Administration,Q1,August,Oregon,Salem,64.96
Culture,Administration,Q3,September,Florida,Portland,65.39
Culture,Administration,Q1,January,Oregon,Fort Lauderdale,63.58
Culture,Administration,Q3,February,Florida,Salem,68.4
Culture,Administration,Q1,March,Oregon,Portland,69.12
Residential,Hospital,Q3,July,Florida,Fort Lauderdale,71.8
Residential,Hospital,Q1,August,Oregon,Salem,73.44
Residential,Hospital,Q3,September,Florida,Portland,75.14
Residential,Hospital,Q1,January,Oregon,Fort Lauderdale,77.55
Residential,Hospital,Q3,February,Florida,Salem,78.78
Residential,Hospital,Q1,March,Oregon,Portland,79.24
Service,Library,Q3,July,Florida,Fort Lauderdale,80.44
Service,Library,Q1,August,Oregon,Salem,82.85
Service,Library,Q3,September,Florida,Portland,86.16
Service,Library,Q1,January,Oregon,Fort Lauderdale,86.38
Service,Library,Q3,February,Florida,Salem,96.23
Service,Library,Q1,March,Oregon,Portland,99.12
