Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,September,Michigan,Port Huron,0.68
Culture,Concert,Q4,July,California,Detroit,7.86
Culture,Concert,Q3,October,Michigan,Malibu,7.44
Culture,Concert,Q4,November,California,San Francisco,9.18
Production,Museum,Q3,September,Michigan,Port Huron,17.01
Production,Museum,Q4,July,California,Detroit,20.49
Production,Museum,Q3,October,Michigan,Malibu,21.25
Production,Museum,Q4,November,California,San Francisco,20.38
Residential,Theatre,Q3,September,Michigan,Port Huron,33.08
Residential,Theatre,Q4,July,California,Detroit,35.34
Residential,Theatre,Q3,October,Michigan,Malibu,40.48
Residential,Theatre,Q4,November,California,San Francisco,42.93
Culture,Factory,Q3,September,Michigan,Port Huron,46.44
Culture,Factory,Q4,July,California,Detroit,47.09
Culture,Factory,Q3,October,Michigan,Malibu,49.36
Culture,Factory,Q4,November,California,San Francisco,52.78
Production,Workshop,Q3,September,Michigan,Port Huron,55.86
Production,Workshop,Q4,July,California,Detroit,58.76
Production,Workshop,Q3,October,Michigan,Malibu,59.85
Production,Workshop,Q4,November,California,San Francisco,59.58
Residential,Hotel,Q3,September,Michigan,Port Huron,59.34
Residential,Hotel,Q4,July,California,Detroit,63.2
Residential,Hotel,Q3,October,Michigan,Malibu,64.95
Residential,Hotel,Q4,November,California,San Francisco,68.94
Culture,Apartment,Q3,September,Michigan,Port Huron,69.54
Culture,Apartment,Q4,July,California,Detroit,69.8
Culture,Apartment,Q3,October,Michigan,Malibu,71.48
Culture,Apartment,Q4,November,California,San Francisco,76.97
Production,House,Q3,September,Michigan,Port Huron,77.45
Production,House,Q4,July,California,Detroit,82.17
Production,House,Q3,October,Michigan,Malibu,87.76
Production,House,Q4,November,California,San Francisco,90.45
