State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Michigan,Detroit,Air,Noise,2.39
Michigan,Detroit,Water,Light,9.95
Michigan,Detroit,Soil,Thermal,11.54
Michigan,Detroit,Air,Surface water,12.25
Michigan,Detroit,Water,Oxygen-depletion,13.82
Michigan,Detroit,Soil,Chemical,15.7
Michigan,Detroit,Air,Urban Activities,29.07
Michigan,Detroit,Water,Industrial,-98.85
Michigan,Detroit,Soil,Inorganic Fertilizers,31.37
Michigan,Detroit,Air,Solid Waste,32.56
Michigan,Detroit,Water,Noise,-95.56
Michigan,Detroit,Soil,Light,-94.35
Nevada,Flint,Air,Noise,29.87
Nevada,Flint,Water,Light,-95.54
Nevada,Flint,Soil,Thermal,32.83
Nevada,Flint,Air,Surface water,-87.8
Nevada,Flint,Water,Oxygen-depletion,42.14
Nevada,Flint,Soil,Chemical,-87.75
Nevada,Flint,Air,Urban Activities,-86.38
Nevada,Flint,Water,Industrial,-80.06
Nevada,Flint,Soil,Inorganic Fertilizers,-79.09
Nevada,Flint,Air,Solid Waste,-73.99
Nevada,Flint,Water,Noise,55.85
Nevada,Flint,Soil,Light,59.87
Michigan,Boulder City,Air,Noise,61.7
Michigan,Boulder City,Water,Light,62.18
Michigan,Boulder City,Soil,Thermal,-67.8
Michigan,Boulder City,Air,Surface water,64.53
Michigan,Boulder City,Water,Oxygen-depletion,-66.72
Michigan,Boulder City,Soil,Chemical,66.13
Michigan,Boulder City,Air,Urban Activities,66.2
Michigan,Boulder City,Water,Industrial,74.85
Michigan,Boulder City,Soil,Inorganic Fertilizers,-52.13
Michigan,Boulder City,Air,Solid Waste,-49.78
Michigan,Boulder City,Water,Noise,80.9
Michigan,Boulder City,Soil,Light,-47.62
Nevada,Las Vegas,Air,Noise,82.16
Nevada,Las Vegas,Water,Light,82.94
Nevada,Las Vegas,Soil,Thermal,81.74
Nevada,Las Vegas,Air,Surface water,-43.5
Nevada,Las Vegas,Water,Oxygen-depletion,-41.52
Nevada,Las Vegas,Soil,Chemical,-40.99
Nevada,Las Vegas,Air,Urban Activities,89.58
Nevada,Las Vegas,Water,Industrial,89.79
Nevada,Las Vegas,Soil,Inorganic Fertilizers,-34.35
Nevada,Las Vegas,Air,Solid Waste,-33.2
Nevada,Las Vegas,Water,Noise,96.34
Nevada,Las Vegas,Soil,Light,97.3
Michigan,Reno,Air,Noise,-28.39
Michigan,Reno,Water,Light,-27.22
Michigan,Reno,Soil,Thermal,-5.33
Michigan,Reno,Air,Surface water,-18.75
Michigan,Reno,Water,Oxygen-depletion,-16.33
Michigan,Reno,Soil,Chemical,-13.47
Michigan,Reno,Air,Urban Activities,-2.33
Michigan,Reno,Water,Industrial,-6.66
Michigan,Reno,Soil,Inorganic Fertilizers,-5.71
Michigan,Reno,Air,Solid Waste,-4.3
Michigan,Reno,Water,Noise,-3.99
Michigan,Reno,Soil,Light,-2.72
