Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2022,Beverage,Coffee,644.09
Export,2022,Dairy,Juice,138.22
Export,2022,Cereals,Tea,396.39
Export,2022,Beverage,Milk,913.56
Export,2022,Dairy,Butter,785.3
Export,2022,Cereals,Oats,787.74
Export,2022,Beverage,Wheat,786.23
Export,2022,Dairy,Soybeans,402.66
Export,2022,Cereals,Coffee,913.14
Export,2021,Beverage,Coffee,412.05
Export,2021,Dairy,Juice,805.03
Export,2021,Cereals,Tea,169.76
Export,2021,Beverage,Milk,938.1
Export,2021,Dairy,Butter,685.6
Export,2021,Cereals,Oats,311.52
Export,2021,Beverage,Wheat,320.71
Export,2021,Dairy,Soybeans,66.76
Export,2021,Cereals,Coffee,68.69
Export,2022,Beverage,Coffee,85.72
Export,2022,Dairy,Juice,342.81
Export,2022,Cereals,Tea,216.47
Export,2022,Beverage,Milk,994.42
Export,2022,Dairy,Butter,230.33
Export,2022,Cereals,Oats,487.77
Export,2022,Beverage,Wheat,233.21
Export,2022,Dairy,Soybeans,108.66
Export,2022,Cereals,Coffee,248.09
