State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Illinois,Chicago,Water,Surface water,2.36
Illinois,Chicago,Air,Groundwater,6.34
Illinois,Chicago,Water,Oxygen-depletion,9.98
Illinois,Chicago,Air,Chemical,14.34
Illinois,Chicago,Water,Light,18.81
Illinois,Chicago,Air,Noise,25.7
Illinois,Chicago,Water,Thermal,28.6
Illinois,Chicago,Air,Surface water,29.42
Georgia,Springfield,Water,Surface water,32.11
Georgia,Springfield,Air,Groundwater,-94.13
Georgia,Springfield,Water,Oxygen-depletion,-90.81
Georgia,Springfield,Air,Chemical,38.12
Georgia,Springfield,Water,Light,40.42
Georgia,Springfield,Air,Noise,39.88
Georgia,Springfield,Water,Thermal,42.69
Georgia,Springfield,Air,Surface water,43.42
California,Columbus,Water,Surface water,42.88
California,Columbus,Air,Groundwater,45.53
California,Columbus,Water,Oxygen-depletion,49.66
California,Columbus,Air,Chemical,50.01
California,Columbus,Water,Light,51.33
California,Columbus,Air,Noise,53.05
California,Columbus,Water,Thermal,-72.17
California,Columbus,Air,Surface water,-71.92
Illinois,Albany,Water,Surface water,-67.86
Illinois,Albany,Air,Groundwater,-59.83
Illinois,Albany,Water,Oxygen-depletion,74.29
Illinois,Albany,Air,Chemical,75.64
Illinois,Albany,Water,Light,75.6
Illinois,Albany,Air,Noise,-51.42
Illinois,Albany,Water,Thermal,74.86
Illinois,Albany,Air,Surface water,74.14
Georgia,Los-Angeles,Water,Surface water,-44.9
Georgia,Los-Angeles,Air,Groundwater,85.87
Georgia,Los-Angeles,Water,Oxygen-depletion,86.53
Georgia,Los-Angeles,Air,Chemical,-42.12
Georgia,Los-Angeles,Water,Light,85.03
Georgia,Los-Angeles,Air,Noise,-35.45
Georgia,Los-Angeles,Water,Thermal,94.9
Georgia,Los-Angeles,Air,Surface water,-33.84
California,Berkeley,Water,Surface water,-32.28
California,Berkeley,Air,Groundwater,-31.06
California,Berkeley,Water,Oxygen-depletion,-31.02
California,Berkeley,Air,Chemical,-25.84
California,Berkeley,Water,Light,-24.01
California,Berkeley,Air,Noise,-18.96
California,Berkeley,Water,Thermal,-13.97
California,Berkeley,Air,Surface water,-5.02
