Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2016,Meat,Camel,896.19
Import,2016,Dairy,Chicken,288.19
Import,2016,Meat,Butter,193.32
Import,2016,Dairy,Cream,514.81
Import,2015,Meat,Camel,324.09
Import,2015,Dairy,Chicken,677.75
Import,2015,Meat,Butter,615.09
Import,2015,Dairy,Cream,970.52
Import,2020,Meat,Camel,554.44
Import,2020,Dairy,Chicken,878.64
Import,2020,Meat,Butter,79.51
Import,2020,Dairy,Cream,785.81
Import,2016,Meat,Camel,725.65
Import,2016,Dairy,Chicken,855.49
Import,2016,Meat,Butter,638.57
Import,2016,Dairy,Cream,479.99
