Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,House,Q3,August,0.52
Residential,House,Q4,September,4.34
Residential,House,Q2,December,8.46
Residential,House,Q3,October,9.37
Residential,House,Q4,June,12.97
Residential,House,Q2,April,15.87
Culture,Hotel,Q3,August,16.32
Culture,Hotel,Q4,September,18.69
Culture,Hotel,Q2,December,20.91
Culture,Hotel,Q3,October,28.71
Culture,Hotel,Q4,June,29.8
Culture,Hotel,Q2,April,30.88
Residential,Apartment,Q3,August,31.3
Residential,Apartment,Q4,September,29.87
Residential,Apartment,Q2,December,33.48
Residential,Apartment,Q3,October,39.99
Residential,Apartment,Q4,June,40.34
Residential,Apartment,Q2,April,39.93
Culture,Concert,Q3,August,55.24
Culture,Concert,Q4,September,64.55
Culture,Concert,Q2,December,69.11
Culture,Concert,Q3,October,80.57
Culture,Concert,Q4,June,84.31
Culture,Concert,Q2,April,85.71
Residential,Theatre,Q3,August,88.77
Residential,Theatre,Q4,September,92.02
Residential,Theatre,Q2,December,94.16
Residential,Theatre,Q3,October,96.58
Residential,Theatre,Q4,June,97.14
Residential,Theatre,Q2,April,99.63
