Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Theatre,Q3,August,Maryland,Aberdeen,0.82
Culture,Theatre,Q2,September,Maryland,Aberdeen,1.21
Culture,Theatre,Q1,July,Maryland,Aberdeen,2.3
Culture,Theatre,Q3,April,Maryland,Aberdeen,0.96
Culture,Theatre,Q2,June,Maryland,Aberdeen,2.32
Culture,Theatre,Q1,February,Maryland,Aberdeen,7.06
Culture,Theatre,Q3,January,Maryland,Aberdeen,14.05
Culture,Theatre,Q2,March,Maryland,Aberdeen,15.91
Culture,Theatre,Q1,August,Maryland,Aberdeen,14.67
Production,Concert,Q3,August,Maryland,Aberdeen,20.9
Production,Concert,Q2,September,Maryland,Aberdeen,22.01
Production,Concert,Q1,July,Maryland,Aberdeen,23.12
Production,Concert,Q3,April,Maryland,Aberdeen,25.44
Production,Concert,Q2,June,Maryland,Aberdeen,26.18
Production,Concert,Q1,February,Maryland,Aberdeen,26.14
Production,Concert,Q3,January,Maryland,Aberdeen,27.29
Production,Concert,Q2,March,Maryland,Aberdeen,28.18
Production,Concert,Q1,August,Maryland,Aberdeen,30.58
Residential,Museum,Q3,August,Maryland,Aberdeen,35.17
Residential,Museum,Q2,September,Maryland,Aberdeen,36.97
Residential,Museum,Q1,July,Maryland,Aberdeen,40.28
Residential,Museum,Q3,April,Maryland,Aberdeen,41.28
Residential,Museum,Q2,June,Maryland,Aberdeen,48.19
Residential,Museum,Q1,February,Maryland,Aberdeen,49.55
Residential,Museum,Q3,January,Maryland,Aberdeen,49.18
Residential,Museum,Q2,March,Maryland,Aberdeen,51.97
Residential,Museum,Q1,August,Maryland,Aberdeen,50.74
Culture,Factory,Q3,August,Maryland,Aberdeen,53.44
Culture,Factory,Q2,September,Maryland,Aberdeen,56.49
Culture,Factory,Q1,July,Maryland,Aberdeen,58.72
Culture,Factory,Q3,April,Maryland,Aberdeen,62.32
Culture,Factory,Q2,June,Maryland,Aberdeen,63.74
Culture,Factory,Q1,February,Maryland,Aberdeen,65.71
Culture,Factory,Q3,January,Maryland,Aberdeen,65.36
Culture,Factory,Q2,March,Maryland,Aberdeen,68.18
Culture,Factory,Q1,August,Maryland,Aberdeen,70.59
Production,Workshop,Q3,August,Maryland,Aberdeen,74.5
Production,Workshop,Q2,September,Maryland,Aberdeen,74.18
Production,Workshop,Q1,July,Maryland,Aberdeen,74.15
Production,Workshop,Q3,April,Maryland,Aberdeen,76.77
Production,Workshop,Q2,June,Maryland,Aberdeen,78.99
Production,Workshop,Q1,February,Maryland,Aberdeen,79.83
Production,Workshop,Q3,January,Maryland,Aberdeen,80.38
Production,Workshop,Q2,March,Maryland,Aberdeen,78.01
Production,Workshop,Q1,August,Maryland,Aberdeen,77.69
Residential,Hotel,Q3,August,Maryland,Aberdeen,83.32
Residential,Hotel,Q2,September,Maryland,Aberdeen,78.27
Residential,Hotel,Q1,July,Maryland,Aberdeen,83.55
Residential,Hotel,Q3,April,Maryland,Aberdeen,86.09
Residential,Hotel,Q2,June,Maryland,Aberdeen,79.8
Residential,Hotel,Q1,February,Maryland,Aberdeen,88.82
Residential,Hotel,Q3,January,Maryland,Aberdeen,89.03
Residential,Hotel,Q2,March,Maryland,Aberdeen,89.89
Residential,Hotel,Q1,August,Maryland,Aberdeen,91.6
Culture,House,Q3,August,Maryland,Aberdeen,95.72
Culture,House,Q2,September,Maryland,Aberdeen,96.01
Culture,House,Q1,July,Maryland,Aberdeen,97.23
Culture,House,Q3,April,Maryland,Aberdeen,97.81
Culture,House,Q2,June,Maryland,Aberdeen,99.11
Culture,House,Q1,February,Maryland,Aberdeen,96.29
Culture,House,Q3,January,Maryland,Aberdeen,99.67
Culture,House,Q2,March,Maryland,Aberdeen,98.54
Culture,House,Q1,August,Maryland,Aberdeen,99.82
