Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2018,Q1,Cereals,Wheat,768.57
Export,2018,Q1,Meat,Soybeans,130.34
Export,2018,Q1,Cereals,Seeds,518.4
Export,2018,Q1,Meat,Duck,777.21
Export,2018,Q1,Cereals,Chicken,273.91
Export,2018,Q1,Meat,Wheat,18.85
Export,2020,Q1,Cereals,Wheat,662.53
Export,2020,Q1,Meat,Soybeans,408.25
Export,2020,Q1,Cereals,Seeds,793.54
Export,2020,Q1,Meat,Duck,929.21
Export,2020,Q1,Cereals,Chicken,296.73
Export,2020,Q1,Meat,Wheat,555.05
Export,2015,Q1,Cereals,Wheat,300.54
Export,2015,Q1,Meat,Soybeans,47.82
Export,2015,Q1,Cereals,Seeds,823.37
Export,2015,Q1,Meat,Duck,567.84
Export,2015,Q1,Cereals,Chicken,448.93
Export,2015,Q1,Meat,Wheat,590.54
Export,2018,Q1,Cereals,Wheat,463.95
Export,2018,Q1,Meat,Soybeans,208.46
Export,2018,Q1,Cereals,Seeds,727.74
Export,2018,Q1,Meat,Duck,607.32
Export,2018,Q1,Cereals,Chicken,608.56
Export,2018,Q1,Meat,Wheat,868.19
Export,2020,Q1,Cereals,Wheat,486.83
Export,2020,Q1,Meat,Soybeans,106.68
Export,2020,Q1,Cereals,Seeds,620.74
Export,2020,Q1,Meat,Duck,238.45
Export,2020,Q1,Cereals,Chicken,506.96
Export,2020,Q1,Meat,Wheat,891.05
