Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Residential,Apartment,Q3,July,0.32
Residential,Apartment,Q1,September,2.66
Residential,Apartment,Q2,February,3.05
Residential,Apartment,Q3,January,3.81
Residential,Apartment,Q1,June,5.67
Residential,Apartment,Q2,May,11.4
Residential,Apartment,Q3,April,19.42
Residential,Apartment,Q1,July,19.11
Residential,Apartment,Q2,September,23.59
Service,Hotel,Q3,July,26.92
Service,Hotel,Q1,September,26.83
Service,Hotel,Q2,February,29.64
Service,Hotel,Q3,January,30.24
Service,Hotel,Q1,June,34.76
Service,Hotel,Q2,May,35.02
Service,Hotel,Q3,April,39.59
Service,Hotel,Q1,July,39.97
Service,Hotel,Q2,September,41.98
Production,Hospital,Q3,July,42.39
Production,Hospital,Q1,September,40.9
Production,Hospital,Q2,February,42.14
Production,Hospital,Q3,January,43.59
Production,Hospital,Q1,June,41.08
Production,Hospital,Q2,May,48.15
Production,Hospital,Q3,April,49.07
Production,Hospital,Q1,July,51.73
Production,Hospital,Q2,September,55.72
Residential,School,Q3,July,55.69
Residential,School,Q1,September,60.94
Residential,School,Q2,February,61.1
Residential,School,Q3,January,65.16
Residential,School,Q1,June,67.2
Residential,School,Q2,May,67.9
Residential,School,Q3,April,69.64
Residential,School,Q1,July,70.74
Residential,School,Q2,September,71.12
Service,Workshop,Q3,July,68.68
Service,Workshop,Q1,September,75.93
Service,Workshop,Q2,February,80.44
Service,Workshop,Q3,January,81.77
Service,Workshop,Q1,June,82.6
Service,Workshop,Q2,May,82.31
Service,Workshop,Q3,April,84.6
Service,Workshop,Q1,July,84.67
Service,Workshop,Q2,September,86.87
Production,Factory,Q3,July,87.66
Production,Factory,Q1,September,82.32
Production,Factory,Q2,February,89.57
Production,Factory,Q3,January,90.23
Production,Factory,Q1,June,85.63
Production,Factory,Q2,May,92.68
Production,Factory,Q3,April,92.49
Production,Factory,Q1,July,98.21
Production,Factory,Q2,September,98.6
