Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q1,February,Maryland,Baltimore,11.05
Service,School,Q4,January,Florida,Columbia,11.52
Service,School,Q1,October,Maryland,Tampa,15.1
Service,School,Q4,November,Florida,Fort Lauderdale,18.75
Culture,Hospital,Q1,February,Maryland,Baltimore,19.74
Culture,Hospital,Q4,January,Florida,Columbia,21.24
Culture,Hospital,Q1,October,Maryland,Tampa,22.68
Culture,Hospital,Q4,November,Florida,Fort Lauderdale,23.91
Residential,Theatre,Q1,February,Maryland,Baltimore,32.0
Residential,Theatre,Q4,January,Florida,Columbia,33.12
Residential,Theatre,Q1,October,Maryland,Tampa,35.33
Residential,Theatre,Q4,November,Florida,Fort Lauderdale,43.14
Service,Museum,Q1,February,Maryland,Baltimore,52.18
Service,Museum,Q4,January,Florida,Columbia,53.58
Service,Museum,Q1,October,Maryland,Tampa,53.03
Service,Museum,Q4,November,Florida,Fort Lauderdale,55.81
Culture,Hotel,Q1,February,Maryland,Baltimore,59.35
Culture,Hotel,Q4,January,Florida,Columbia,66.33
Culture,Hotel,Q1,October,Maryland,Tampa,67.71
Culture,Hotel,Q4,November,Florida,Fort Lauderdale,70.95
Residential,Apartment,Q1,February,Maryland,Baltimore,71.93
Residential,Apartment,Q4,January,Florida,Columbia,71.78
Residential,Apartment,Q1,October,Maryland,Tampa,72.29
Residential,Apartment,Q4,November,Florida,Fort Lauderdale,71.6
Service,House,Q1,February,Maryland,Baltimore,88.89
Service,House,Q4,January,Florida,Columbia,89.7
Service,House,Q1,October,Maryland,Tampa,94.18
Service,House,Q4,November,Florida,Fort Lauderdale,97.37
