Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q1,January,1.43
Culture,Theatre,Q4,March,2.84
Culture,Theatre,Q2,February,3.21
Culture,Theatre,Q1,October,3.54
Culture,Theatre,Q4,December,3.87
Culture,Theatre,Q2,May,6.51
Culture,Theatre,Q1,April,2.23
Culture,Theatre,Q4,January,9.68
Culture,Theatre,Q2,March,9.98
Service,Concert,Q1,January,10.96
Service,Concert,Q4,March,19.73
Service,Concert,Q2,February,23.96
Service,Concert,Q1,October,24.49
Service,Concert,Q4,December,27.84
Service,Concert,Q2,May,28.59
Service,Concert,Q1,April,31.35
Service,Concert,Q4,January,34.5
Service,Concert,Q2,March,38.6
Culture,Museum,Q1,January,41.09
Culture,Museum,Q4,March,42.76
Culture,Museum,Q2,February,44.4
Culture,Museum,Q1,October,45.99
Culture,Museum,Q4,December,44.94
Culture,Museum,Q2,May,58.95
Culture,Museum,Q1,April,61.14
Culture,Museum,Q4,January,62.22
Culture,Museum,Q2,March,63.97
Service,School,Q1,January,63.22
Service,School,Q4,March,65.46
Service,School,Q2,February,66.18
Service,School,Q1,October,67.76
Service,School,Q4,December,67.78
Service,School,Q2,May,70.93
Service,School,Q1,April,70.86
Service,School,Q4,January,75.41
Service,School,Q2,March,76.76
Culture,Hospital,Q1,January,76.43
Culture,Hospital,Q4,March,77.01
Culture,Hospital,Q2,February,79.78
Culture,Hospital,Q1,October,83.85
Culture,Hospital,Q4,December,84.03
Culture,Hospital,Q2,May,91.09
Culture,Hospital,Q1,April,92.24
Culture,Hospital,Q4,January,93.27
Culture,Hospital,Q2,March,93.07
