Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Library,Q4,November,2.95
Service,Library,Q2,October,2.13
Service,Library,Q4,December,2.37
Service,Library,Q2,April,6.84
Service,Library,Q4,May,8.82
Service,Library,Q2,June,8.56
Production,Hospital,Q4,November,10.08
Production,Hospital,Q2,October,14.87
Production,Hospital,Q4,December,17.94
Production,Hospital,Q2,April,20.15
Production,Hospital,Q4,May,28.47
Production,Hospital,Q2,June,31.96
Service,School,Q4,November,32.42
Service,School,Q2,October,43.39
Service,School,Q4,December,44.25
Service,School,Q2,April,44.36
Service,School,Q4,May,43.23
Service,School,Q2,June,48.69
Production,Workshop,Q4,November,49.38
Production,Workshop,Q2,October,50.34
Production,Workshop,Q4,December,53.11
Production,Workshop,Q2,April,58.12
Production,Workshop,Q4,May,0.09
Production,Workshop,Q2,June,65.95
Service,Factory,Q4,November,69.13
Service,Factory,Q2,October,70.04
Service,Factory,Q4,December,86.3
Service,Factory,Q2,April,89.45
Service,Factory,Q4,May,94.65
Service,Factory,Q2,June,97.1
