Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q3,July,5.86
Service,Administration,Q2,September,7.23
Service,Administration,Q3,April,8.78
Service,Administration,Q2,May,7.76
Residential,Hospital,Q3,July,8.22
Residential,Hospital,Q2,September,12.38
Residential,Hospital,Q3,April,15.03
Residential,Hospital,Q2,May,16.15
Production,Apartment,Q3,July,21.68
Production,Apartment,Q2,September,24.48
Production,Apartment,Q3,April,34.54
Production,Apartment,Q2,May,35.05
Service,Hotel,Q3,July,34.95
Service,Hotel,Q2,September,38.55
Service,Hotel,Q3,April,38.18
Service,Hotel,Q2,May,41.99
Residential,House,Q3,July,42.99
Residential,House,Q2,September,52.24
Residential,House,Q3,April,52.74
Residential,House,Q2,May,59.06
Production,Factory,Q3,July,65.91
Production,Factory,Q2,September,74.12
Production,Factory,Q3,April,80.27
Production,Factory,Q2,May,84.75
Service,Workshop,Q3,July,88.29
Service,Workshop,Q2,September,94.5
Service,Workshop,Q3,April,96.71
Service,Workshop,Q2,May,99.69
